"LOCATION","VAR","TIME","Value"
"SVN","BB-SUBS-FIB",2018,222505
"SVN","BB-SUBS-FIB",2019,251448
"SVN","BB-SUBS-OTH",2016,2061
"SVN","BB-SUBS-OTH",2017,2798
"SVN","BB-SUBS-OTH",2018,2846
"SVN","BB-SUBS-OTH",2019,2742
"AUS","BBW-P100-SAT",2016,0.314
"AUS","BBW-P100-SAT",2017,0.488
"AUS","BBW-P100-SAT",2018,0.542
"AUS","BBW-P100-SAT",2019,0.494
"AUS","BBW-P100-FIXW",2016,0.422
"AUS","BBW-P100-FIXW",2017,0.809
"AUS","BBW-P100-FIXW",2018,1.092
"AUS","BBW-P100-FIXW",2019,1.204
"AUS","BBW-P100-STAN",2016,105.234
"AUS","BBW-P100-STAN",2017,108.504
"AUS","BBW-P100-STAN",2018,97.22
"AUS","BBW-P100-STAN",2019,110.24
"AUS","BBW-P100-DEDI",2016,25.162
"AUS","BBW-P100-DEDI",2017,25.551
"AUS","BBW-P100-DEDI",2018,31.889
"AUS","BBW-P100-DEDI",2019,18.825
"AUS","BBW-P100-TOT",2016,130.396
"AUS","BBW-P100-TOT",2017,134.055
"AUS","BBW-P100-TOT",2018,129.109
"AUS","BBW-P100-TOT",2019,129.065
"AUS","BBW-SUBS-SAT",2016,76000
"AUS","BBW-SUBS-SAT",2017,120000
"AUS","BBW-SUBS-SAT",2018,135551
"AUS","BBW-SUBS-SAT",2019,125299
"AUS","BBW-SUBS-FIXW",2016,102000
"AUS","BBW-SUBS-FIXW",2017,199000
"AUS","BBW-SUBS-FIXW",2018,272880
"AUS","BBW-SUBS-FIXW",2019,305364
"AUS","BBW-SUBS-STAN",2016,25457000
"AUS","BBW-SUBS-STAN",2017,26694000
"AUS","BBW-SUBS-STAN",2018,24298000
"AUS","BBW-SUBS-STAN",2019,27969000
"AUS","BBW-SUBS-DEDI",2016,6087000
"AUS","BBW-SUBS-DEDI",2017,6286000
"AUS","BBW-SUBS-DEDI",2018,7970000
"AUS","BBW-SUBS-DEDI",2019,4776000
"AUS","BBW-SUBS-TOT",2016,31544000
"AUS","BBW-SUBS-TOT",2017,32980000
"AUS","BBW-SUBS-TOT",2018,32268000
"AUS","BBW-SUBS-TOT",2019,32745000
"AUT","BBW-P100-FIXW",2016,0.328
"AUT","BBW-P100-FIXW",2017,0.323
"AUT","BBW-P100-FIXW",2018,0.32
"AUT","BBW-P100-FIXW",2019,0.314
"AUT","BBW-P100-STAN",2016,53.331
"AUT","BBW-P100-STAN",2017,62.177
"AUT","BBW-P100-STAN",2018,64.02
"AUT","BBW-P100-STAN",2019,79.598
"AUT","BBW-P100-DEDI",2016,28.188
"AUT","BBW-P100-DEDI",2017,25.644
"AUT","BBW-P100-DEDI",2018,24.458
"AUT","BBW-P100-DEDI",2019,28.748
"AUT","BBW-P100-TOT",2016,81.519
"AUT","BBW-P100-TOT",2017,87.82
"AUT","BBW-P100-TOT",2018,88.478
"AUT","BBW-P100-TOT",2019,108.345
"AUT","BBW-SUBS-FIXW",2016,28700
"AUT","BBW-SUBS-FIXW",2017,28400
"AUT","BBW-SUBS-FIXW",2018,28242
"AUT","BBW-SUBS-FIXW",2019,27859
"AUT","BBW-SUBS-STAN",2016,4661000
"AUT","BBW-SUBS-STAN",2017,5468500
"AUT","BBW-SUBS-STAN",2018,5657891
"AUT","BBW-SUBS-STAN",2019,7064778
"AUT","BBW-SUBS-DEDI",2016,2463600
"AUT","BBW-SUBS-DEDI",2017,2255400
"AUT","BBW-SUBS-DEDI",2018,2161508
"AUT","BBW-SUBS-DEDI",2019,2551531
"AUT","BBW-SUBS-TOT",2016,7124600
"AUT","BBW-SUBS-TOT",2017,7723900
"AUT","BBW-SUBS-TOT",2018,7819399
"AUT","BBW-SUBS-TOT",2019,9616309
"BEL","BBW-P100-FIXW",2016,0.002
"BEL","BBW-P100-FIXW",2017,0
"BEL","BBW-P100-FIXW",2018,0
"BEL","BBW-P100-FIXW",2019,0
"BEL","BBW-P100-STAN",2016,60.628
"BEL","BBW-P100-STAN",2017,70.341
"BEL","BBW-P100-STAN",2018,72.423
"BEL","BBW-P100-STAN",2019,83.98
"BEL","BBW-P100-DEDI",2016,5.389
"BEL","BBW-P100-DEDI",2017,5.165
"BEL","BBW-P100-DEDI",2018,3.682
"BEL","BBW-P100-DEDI",2019,3.421
"BEL","BBW-P100-TOT",2016,66.017
"BEL","BBW-P100-TOT",2017,75.506
"BEL","BBW-P100-TOT",2018,76.105
"BEL","BBW-P100-TOT",2019,87.402
"BEL","BBW-SUBS-FIXW",2016,214
"BEL","BBW-SUBS-STAN",2016,6869761
"BEL","BBW-SUBS-STAN",2017,8001292
"BEL","BBW-SUBS-STAN",2018,8275775
"BEL","BBW-SUBS-STAN",2019,9644287
"BEL","BBW-SUBS-DEDI",2016,610636
"BEL","BBW-SUBS-DEDI",2017,587484
"BEL","BBW-SUBS-DEDI",2018,420792
"BEL","BBW-SUBS-DEDI",2019,392924
"BEL","BBW-SUBS-TOT",2016,7480397
"BEL","BBW-SUBS-TOT",2017,8588776
"BEL","BBW-SUBS-TOT",2018,8696567
"BEL","BBW-SUBS-TOT",2019,10037211
"CAN","BBW-P100-FIXW",2016,1.518
"CAN","BBW-P100-FIXW",2017,1.664
"CAN","BBW-P100-FIXW",2018,1.792
"CAN","BBW-P100-FIXW",2019,2.213
"CAN","BBW-P100-STAN",2016,63.563
"CAN","BBW-P100-STAN",2017,66.24
"CAN","BBW-P100-STAN",2018,69.666
"CAN","BBW-P100-STAN",2019,75.172
"CAN","BBW-P100-DEDI",2016,5.599
"CAN","BBW-P100-DEDI",2017,6.095
"CAN","BBW-P100-DEDI",2018,6.762
"CAN","BBW-P100-DEDI",2019,7.141
"CAN","BBW-P100-TOT",2016,69.162
"CAN","BBW-P100-TOT",2017,72.335
"CAN","BBW-P100-TOT",2018,76.429
"CAN","BBW-P100-TOT",2019,82.313
"CAN","BBW-SUBS-FIXW",2016,548006
"CAN","BBW-SUBS-FIXW",2017,608129
"CAN","BBW-SUBS-FIXW",2018,664002
"CAN","BBW-SUBS-FIXW",2019,831713
"CAN","BBW-SUBS-STAN",2016,22951922
"CAN","BBW-SUBS-STAN",2017,24205922
"CAN","BBW-SUBS-STAN",2018,25816843
"CAN","BBW-SUBS-STAN",2019,28256386
"CAN","BBW-SUBS-DEDI",2016,2021887
"CAN","BBW-SUBS-DEDI",2017,2227353
"CAN","BBW-SUBS-DEDI",2018,2506043
"CAN","BBW-SUBS-DEDI",2019,2684337
"CAN","BBW-SUBS-TOT",2016,24973809
"CAN","BBW-SUBS-TOT",2017,26433275
"CAN","BBW-SUBS-TOT",2018,28322886
"CAN","BBW-SUBS-TOT",2019,30940723
"CZE","BBW-P100-SAT",2016,0.011
"CZE","BBW-P100-SAT",2017,0.009
"CZE","BBW-P100-SAT",2018,0.008
"CZE","BBW-P100-SAT",2019,0.008
"CZE","BBW-P100-FIXW",2016,10.105
"CZE","BBW-P100-FIXW",2017,10.378
"CZE","BBW-P100-FIXW",2018,10.396
"CZE","BBW-P100-FIXW",2019,14.299
"CZE","BBW-P100-STAN",2016,71.495
"CZE","BBW-P100-STAN",2017,73.17
"CZE","BBW-P100-STAN",2018,78.421
"CZE","BBW-P100-STAN",2019,87.838
"CZE","BBW-P100-DEDI",2016,9.242
"CZE","BBW-P100-DEDI",2017,9.71
"CZE","BBW-P100-DEDI",2018,9.884
"CZE","BBW-P100-DEDI",2019,4.842
"CZE","BBW-P100-TOT",2016,80.737
"CZE","BBW-P100-TOT",2017,82.881
"CZE","BBW-P100-TOT",2018,88.306
"CZE","BBW-P100-TOT",2019,92.68
"CZE","BBW-SUBS-SAT",2016,1141
"CZE","BBW-SUBS-SAT",2017,979
"CZE","BBW-SUBS-SAT",2018,843
"CZE","BBW-SUBS-SAT",2019,845
"CZE","BBW-SUBS-FIXW",2016,1067611
"CZE","BBW-SUBS-FIXW",2017,1098950
"CZE","BBW-SUBS-FIXW",2018,1104674
"CZE","BBW-SUBS-FIXW",2019,1525586
"CZE","BBW-SUBS-STAN",2016,7553642
"CZE","BBW-SUBS-STAN",2017,7748368
"CZE","BBW-SUBS-STAN",2018,8333355
"CZE","BBW-SUBS-STAN",2019,9371578
"CZE","BBW-SUBS-DEDI",2016,976417
"CZE","BBW-SUBS-DEDI",2017,1028290
"CZE","BBW-SUBS-DEDI",2018,1050345
"CZE","BBW-SUBS-DEDI",2019,516623
"CZE","BBW-SUBS-TOT",2016,8530059
"CZE","BBW-SUBS-TOT",2017,8776658
"CZE","BBW-SUBS-TOT",2018,9383700
"CZE","BBW-SUBS-TOT",2019,9888201
"DNK","BBW-P100-FIXW",2016,0.314
"DNK","BBW-P100-FIXW",2017,0.344
"DNK","BBW-P100-FIXW",2018,0.372
"DNK","BBW-P100-FIXW",2019,0.376
"DNK","BBW-P100-STAN",2016,99.155
"DNK","BBW-P100-STAN",2017,107.795
"DNK","BBW-P100-STAN",2018,118.578
"DNK","BBW-P100-STAN",2019,117.378
"DNK","BBW-P100-DEDI",2016,23.175
"DNK","BBW-P100-DEDI",2017,20.938
"DNK","BBW-P100-DEDI",2018,20.407
"DNK","BBW-P100-DEDI",2019,19.532
"DNK","BBW-P100-TOT",2016,122.33
"DNK","BBW-P100-TOT",2017,128.733
"DNK","BBW-P100-TOT",2018,138.985
"DNK","BBW-P100-TOT",2019,136.91
"DNK","BBW-SUBS-FIXW",2016,18009
"DNK","BBW-SUBS-FIXW",2017,19860
"DNK","BBW-SUBS-FIXW",2018,21538
"DNK","BBW-SUBS-FIXW",2019,21888
"DNK","BBW-SUBS-STAN",2016,5680576
"DNK","BBW-SUBS-STAN",2017,6216557
"DNK","BBW-SUBS-STAN",2018,6870417
"DNK","BBW-SUBS-STAN",2019,6830221
"DNK","BBW-SUBS-DEDI",2016,1327707
"DNK","BBW-SUBS-DEDI",2017,1207486
"DNK","BBW-SUBS-DEDI",2018,1182387
"DNK","BBW-SUBS-DEDI",2019,1136574
"DNK","BBW-SUBS-TOT",2016,7008283
"DNK","BBW-SUBS-TOT",2017,7424043
"DNK","BBW-SUBS-TOT",2018,8052804
"DNK","BBW-SUBS-TOT",2019,7966795
"FIN","BBW-P100-FIXW",2016,0.055
"FIN","BBW-P100-FIXW",2017,0.054
"FIN","BBW-P100-FIXW",2018,0.054
"FIN","BBW-P100-FIXW",2019,0.091
"FIN","BBW-P100-STAN",2016,104.635
"FIN","BBW-P100-STAN",2017,112.741
"FIN","BBW-P100-STAN",2018,114.209
"FIN","BBW-P100-STAN",2019,116.995
"FIN","BBW-P100-DEDI",2016,38.578
"FIN","BBW-P100-DEDI",2017,40.485
"FIN","BBW-P100-DEDI",2018,40.426
"FIN","BBW-P100-DEDI",2019,38.214
"FIN","BBW-P100-TOT",2016,143.213
"FIN","BBW-P100-TOT",2017,153.226
"FIN","BBW-P100-TOT",2018,154.635
"FIN","BBW-P100-TOT",2019,155.209
"FIN","BBW-SUBS-FIXW",2016,3000
"FIN","BBW-SUBS-FIXW",2017,3000
"FIN","BBW-SUBS-FIXW",2018,3000
"FIN","BBW-SUBS-FIXW",2019,5000
"FIN","BBW-SUBS-STAN",2016,5750000
"FIN","BBW-SUBS-STAN",2017,6210000
"FIN","BBW-SUBS-STAN",2018,6300000
"FIN","BBW-SUBS-STAN",2019,6460000
"FIN","BBW-SUBS-DEDI",2016,2120000
"FIN","BBW-SUBS-DEDI",2017,2230000
"FIN","BBW-SUBS-DEDI",2018,2230000
"FIN","BBW-SUBS-DEDI",2019,2110000
"FIN","BBW-SUBS-TOT",2016,7870000
"FIN","BBW-SUBS-TOT",2017,8440000
"FIN","BBW-SUBS-TOT",2018,8530000
"FIN","BBW-SUBS-TOT",2019,8570000
"FRA","BBW-P100-FIXW",2016,0.509
"FRA","BBW-P100-FIXW",2017,0.582
"FRA","BBW-P100-FIXW",2018,0.676
"FRA","BBW-P100-FIXW",2019,0.704
"FRA","BBW-P100-STAN",2016,73.672
"FRA","BBW-P100-STAN",2017,78.553
"FRA","BBW-P100-STAN",2018,83.467
"FRA","BBW-P100-STAN",2019,88.739
"FRA","BBW-P100-TOT",2016,79.1
"FRA","BBW-P100-TOT",2017,83.712
"FRA","BBW-P100-TOT",2018,88.524
"FRA","BBW-P100-TOT",2019,93.646
"FRA","BBW-SUBS-FIXW",2016,340000
"FRA","BBW-SUBS-FIXW",2017,390000
"FRA","BBW-SUBS-FIXW",2018,455000
"FRA","BBW-SUBS-FIXW",2019,475000
"FRA","BBW-SUBS-STAN",2016,49236000
"FRA","BBW-SUBS-STAN",2017,52680000
"FRA","BBW-SUBS-STAN",2018,56144000
"FRA","BBW-SUBS-STAN",2019,59860000
"FRA","BBW-SUBS-TOT",2016,52863000
"FRA","BBW-SUBS-TOT",2017,56140000
"FRA","BBW-SUBS-TOT",2018,59546000
"FRA","BBW-SUBS-TOT",2019,63170000
"DEU","BBW-P100-SAT",2016,0.033
"DEU","BBW-P100-SAT",2017,0.032
"DEU","BBW-P100-SAT",2018,0.03
"DEU","BBW-P100-SAT",2019,0.028
"DEU","BBW-P100-FIXW",2016,0.024
"DEU","BBW-P100-FIXW",2017,0.023
"DEU","BBW-P100-FIXW",2018,0.02
"DEU","BBW-P100-FIXW",2019,0.017
"DEU","BBW-P100-STAN",2016,71.698
"DEU","BBW-P100-STAN",2017,74.683
"DEU","BBW-P100-STAN",2018,78.421
"DEU","BBW-P100-STAN",2019,82.934
"DEU","BBW-P100-DEDI",2016,4.921
"DEU","BBW-P100-DEDI",2017,4.571
"DEU","BBW-P100-DEDI",2018,4.359
"DEU","BBW-P100-DEDI",2019,4.036
"DEU","BBW-P100-TOT",2016,76.619
"DEU","BBW-P100-TOT",2017,79.254
"DEU","BBW-P100-TOT",2018,82.78
"DEU","BBW-P100-TOT",2019,86.97
"DEU","BBW-SUBS-SAT",2016,27122
"DEU","BBW-SUBS-SAT",2017,26693
"DEU","BBW-SUBS-SAT",2018,24999
"DEU","BBW-SUBS-SAT",2019,23072
"DEU","BBW-SUBS-FIXW",2016,19869
"DEU","BBW-SUBS-FIXW",2017,19265
"DEU","BBW-SUBS-FIXW",2018,16857
"DEU","BBW-SUBS-FIXW",2019,14534
"DEU","BBW-SUBS-STAN",2016,59042270
"DEU","BBW-SUBS-STAN",2017,61730725
"DEU","BBW-SUBS-STAN",2018,65015849
"DEU","BBW-SUBS-STAN",2019,68904713
"DEU","BBW-SUBS-DEDI",2016,4052595
"DEU","BBW-SUBS-DEDI",2017,3778443
"DEU","BBW-SUBS-DEDI",2018,3613934
"DEU","BBW-SUBS-DEDI",2019,3353633
"DEU","BBW-SUBS-TOT",2016,63094865
"DEU","BBW-SUBS-TOT",2017,65509168
"DEU","BBW-SUBS-TOT",2018,68629783
"DEU","BBW-SUBS-TOT",2019,72258346
"GRC","BBW-P100-SAT",2016,0.05
"GRC","BBW-P100-SAT",2017,0.046
"GRC","BBW-P100-SAT",2018,0.04
"GRC","BBW-P100-SAT",2019,0.035
"GRC","BBW-P100-FIXW",2016,0.009
"GRC","BBW-P100-FIXW",2017,0.011
"GRC","BBW-P100-FIXW",2018,0.011
"GRC","BBW-P100-FIXW",2019,0.015
"GRC","BBW-P100-STAN",2016,48.823
"GRC","BBW-P100-STAN",2017,61.686
"GRC","BBW-P100-STAN",2018,75.691
"GRC","BBW-P100-STAN",2019,80.92
"GRC","BBW-P100-DEDI",2016,4.158
"GRC","BBW-P100-DEDI",2017,4.098
"GRC","BBW-P100-DEDI",2018,4.098
"GRC","BBW-P100-DEDI",2019,4.243
"GRC","BBW-P100-TOT",2016,52.981
"GRC","BBW-P100-TOT",2017,65.785
"GRC","BBW-P100-TOT",2018,79.789
"GRC","BBW-P100-TOT",2019,85.164
"GRC","BBW-SUBS-SAT",2016,5363
"GRC","BBW-SUBS-SAT",2017,4959
"GRC","BBW-SUBS-SAT",2018,4257
"GRC","BBW-SUBS-SAT",2019,3702
"GRC","BBW-SUBS-FIXW",2016,938
"GRC","BBW-SUBS-FIXW",2017,1179
"GRC","BBW-SUBS-FIXW",2018,1196
"GRC","BBW-SUBS-FIXW",2019,1577
"GRC","BBW-SUBS-STAN",2016,5261148
"GRC","BBW-SUBS-STAN",2017,6634172
"GRC","BBW-SUBS-STAN",2018,8123843
"GRC","BBW-SUBS-STAN",2019,8667913
"GRC","BBW-SUBS-DEDI",2016,448113
"GRC","BBW-SUBS-DEDI",2017,440761
"GRC","BBW-SUBS-DEDI",2018,439843
"GRC","BBW-SUBS-DEDI",2019,454549
"GRC","BBW-SUBS-TOT",2016,5709261
"GRC","BBW-SUBS-TOT",2017,7074933
"GRC","BBW-SUBS-TOT",2018,8563686
"GRC","BBW-SUBS-TOT",2019,9122462
"HUN","BBW-P100-FIXW",2016,1.327
"HUN","BBW-P100-FIXW",2017,1.236
"HUN","BBW-P100-FIXW",2018,1.078
"HUN","BBW-P100-FIXW",2019,1.109
"HUN","BBW-P100-STAN",2016,40.763
"HUN","BBW-P100-STAN",2017,44.942
"HUN","BBW-P100-STAN",2018,62.686
"HUN","BBW-P100-STAN",2019,66.518
"HUN","BBW-P100-DEDI",2016,4.044
"HUN","BBW-P100-DEDI",2017,3.848
"HUN","BBW-P100-DEDI",2018,4.648
"HUN","BBW-P100-DEDI",2019,6.853
"HUN","BBW-P100-TOT",2016,44.808
"HUN","BBW-P100-TOT",2017,48.79
"HUN","BBW-P100-TOT",2018,67.334
"HUN","BBW-P100-TOT",2019,73.371
"HUN","BBW-SUBS-FIXW",2016,130269
"HUN","BBW-SUBS-FIXW",2017,121000
"HUN","BBW-SUBS-FIXW",2018,105420
"HUN","BBW-SUBS-FIXW",2019,108352
"HUN","BBW-SUBS-STAN",2016,4000507
"HUN","BBW-SUBS-STAN",2017,4398958
"HUN","BBW-SUBS-STAN",2018,6127914
"HUN","BBW-SUBS-STAN",2019,6499527
"HUN","BBW-SUBS-DEDI",2016,396910
"HUN","BBW-SUBS-DEDI",2017,376600
"HUN","BBW-SUBS-DEDI",2018,454357
"HUN","BBW-SUBS-DEDI",2019,669599
"HUN","BBW-SUBS-TOT",2016,4397417
"HUN","BBW-SUBS-TOT",2017,4775558
"HUN","BBW-SUBS-TOT",2018,6582271
"HUN","BBW-SUBS-TOT",2019,7169126
"ISL","BBW-P100-SAT",2016,0.01
"ISL","BBW-P100-FIXW",2016,0.236
"ISL","BBW-P100-FIXW",2017,0.377
"ISL","BBW-P100-FIXW",2018,0.159
"ISL","BBW-P100-FIXW",2019,0.108
"ISL","BBW-P100-STAN",2016,90.84
"ISL","BBW-P100-STAN",2017,95.586
"ISL","BBW-P100-STAN",2018,98.728
"ISL","BBW-P100-STAN",2019,98.557
"ISL","BBW-P100-DEDI",2016,14.696
"ISL","BBW-P100-DEDI",2017,17.515
"ISL","BBW-P100-DEDI",2018,17.213
"ISL","BBW-P100-DEDI",2019,17.303
"ISL","BBW-P100-TOT",2016,105.536
"ISL","BBW-P100-TOT",2017,113.102
"ISL","BBW-P100-TOT",2018,115.941
"ISL","BBW-P100-TOT",2019,115.861
"ISL","BBW-SUBS-SAT",2016,32
"ISL","BBW-SUBS-SAT",2017,0
"ISL","BBW-SUBS-SAT",2018,0
"ISL","BBW-SUBS-SAT",2019,0
"ISL","BBW-SUBS-FIXW",2016,793
"ISL","BBW-SUBS-FIXW",2017,1294
"ISL","BBW-SUBS-FIXW",2018,560
"ISL","BBW-SUBS-FIXW",2019,391
"ISL","BBW-SUBS-STAN",2016,304677
"ISL","BBW-SUBS-STAN",2017,328243
"ISL","BBW-SUBS-STAN",2018,348212
"ISL","BBW-SUBS-STAN",2019,355398
"ISL","BBW-SUBS-DEDI",2016,49290
"ISL","BBW-SUBS-DEDI",2017,60148
"ISL","BBW-SUBS-DEDI",2018,60711
"ISL","BBW-SUBS-DEDI",2019,62396
"ISL","BBW-SUBS-TOT",2016,353967
"ISL","BBW-SUBS-TOT",2017,388391
"ISL","BBW-SUBS-TOT",2018,408923
"ISL","BBW-SUBS-TOT",2019,417794
"IRL","BBW-P100-SAT",2016,0.111
"IRL","BBW-P100-SAT",2017,0.104
"IRL","BBW-P100-SAT",2018,0.093
"IRL","BBW-P100-SAT",2019,0.072
"IRL","BBW-P100-FIXW",2016,0.979
"IRL","BBW-P100-FIXW",2017,0.988
"IRL","BBW-P100-FIXW",2018,0.978
"IRL","BBW-P100-FIXW",2019,1.049
"IRL","BBW-P100-STAN",2016,93.023
"IRL","BBW-P100-STAN",2017,95.004
"IRL","BBW-P100-STAN",2018,96.718
"IRL","BBW-P100-STAN",2019,98.592
"IRL","BBW-P100-DEDI",2016,7.306
"IRL","BBW-P100-DEDI",2017,6.102
"IRL","BBW-P100-DEDI",2018,6.139
"IRL","BBW-P100-DEDI",2019,6.139
"IRL","BBW-P100-TOT",2016,100.329
"IRL","BBW-P100-TOT",2017,101.106
"IRL","BBW-P100-TOT",2018,102.857
"IRL","BBW-P100-TOT",2019,104.731
"IRL","BBW-SUBS-SAT",2016,5291
"IRL","BBW-SUBS-SAT",2017,4985
"IRL","BBW-SUBS-SAT",2018,4522
"IRL","BBW-SUBS-SAT",2019,3540
"IRL","BBW-SUBS-FIXW",2016,46485
"IRL","BBW-SUBS-FIXW",2017,47443
"IRL","BBW-SUBS-FIXW",2018,47552
"IRL","BBW-SUBS-FIXW",2019,51668
"IRL","BBW-SUBS-STAN",2016,4417667
"IRL","BBW-SUBS-STAN",2017,4562365
"IRL","BBW-SUBS-STAN",2018,4701150
"IRL","BBW-SUBS-STAN",2019,4857814
"IRL","BBW-SUBS-DEDI",2016,346943
"IRL","BBW-SUBS-DEDI",2017,293042
"IRL","BBW-SUBS-DEDI",2018,298419
"IRL","BBW-SUBS-DEDI",2019,302495
"IRL","BBW-SUBS-TOT",2016,4764610
"IRL","BBW-SUBS-TOT",2017,4855407
"IRL","BBW-SUBS-TOT",2018,4999569
"IRL","BBW-SUBS-TOT",2019,5160309
"ITA","BBW-P100-SAT",2016,0.001
"ITA","BBW-P100-SAT",2017,0.001
"ITA","BBW-P100-FIXW",2016,1.407
"ITA","BBW-P100-FIXW",2017,1.739
"ITA","BBW-P100-FIXW",2018,2.039
"ITA","BBW-P100-FIXW",2019,2.191
"ITA","BBW-P100-STAN",2016,71.249
"ITA","BBW-P100-STAN",2017,75.174
"ITA","BBW-P100-STAN",2018,76.053
"ITA","BBW-P100-STAN",2019,78.601
"ITA","BBW-P100-DEDI",2016,12.246
"ITA","BBW-P100-DEDI",2017,11.069
"ITA","BBW-P100-DEDI",2018,14.084
"ITA","BBW-P100-DEDI",2019,13.978
"ITA","BBW-P100-TOT",2016,83.494
"ITA","BBW-P100-TOT",2017,86.243
"ITA","BBW-P100-TOT",2018,90.137
"ITA","BBW-P100-TOT",2019,92.579
"ITA","BBW-SUBS-SAT",2016,875
"ITA","BBW-SUBS-SAT",2017,867
"ITA","BBW-SUBS-SAT",2018,10
"ITA","BBW-SUBS-SAT",2019,10
"ITA","BBW-SUBS-FIXW",2016,852841
"ITA","BBW-SUBS-FIXW",2017,1052975
"ITA","BBW-SUBS-FIXW",2018,1232715
"ITA","BBW-SUBS-FIXW",2019,1323103
"ITA","BBW-SUBS-STAN",2016,43196305
"ITA","BBW-SUBS-STAN",2017,45507575
"ITA","BBW-SUBS-STAN",2018,45980916
"ITA","BBW-SUBS-STAN",2019,47455438
"ITA","BBW-SUBS-DEDI",2016,7424170
"ITA","BBW-SUBS-DEDI",2017,6700886
"ITA","BBW-SUBS-DEDI",2018,8514717
"ITA","BBW-SUBS-DEDI",2019,8439196
"ITA","BBW-SUBS-TOT",2016,50620475
"ITA","BBW-SUBS-TOT",2017,52208461
"ITA","BBW-SUBS-TOT",2018,54495633
"ITA","BBW-SUBS-TOT",2019,55894634
"JPN","BBW-P100-FIXW",2016,0.005
"JPN","BBW-P100-FIXW",2017,0.004
"JPN","BBW-P100-FIXW",2018,0.004
"JPN","BBW-P100-FIXW",2019,0.003
"JPN","BBW-P100-STAN",2016,95.209
"JPN","BBW-P100-STAN",2017,95.746
"JPN","BBW-P100-STAN",2018,97.095
"JPN","BBW-P100-STAN",2019,98.22
"JPN","BBW-P100-TOT",2016,151.978
"JPN","BBW-P100-TOT",2017,163.102
"JPN","BBW-P100-TOT",2018,172.282
"JPN","BBW-P100-TOT",2019,178.899
"JPN","BBW-SUBS-FIXW",2016,6030
"JPN","BBW-SUBS-FIXW",2017,5136
"JPN","BBW-SUBS-FIXW",2018,4638
"JPN","BBW-SUBS-FIXW",2019,4400
"JPN","BBW-SUBS-STAN",2016,120852175
"JPN","BBW-SUBS-STAN",2017,121315437
"JPN","BBW-SUBS-STAN",2018,122770030
"JPN","BBW-SUBS-STAN",2019,123894387
"JPN","BBW-SUBS-TOT",2016,192909784
"JPN","BBW-SUBS-TOT",2017,206659658
"JPN","BBW-SUBS-TOT",2018,217838561
"JPN","BBW-SUBS-TOT",2019,225663165
"KOR","BBW-P100-STAN",2016,92.041
"KOR","BBW-P100-STAN",2017,97.522
"KOR","BBW-P100-STAN",2018,100.68
"KOR","BBW-P100-STAN",2019,103.363
"KOR","BBW-P100-DEDI",2016,16.736
"KOR","BBW-P100-DEDI",2017,14.41
"KOR","BBW-P100-DEDI",2018,11.978
"KOR","BBW-P100-DEDI",2019,10.189
"KOR","BBW-P100-TOT",2016,108.777
"KOR","BBW-P100-TOT",2017,111.932
"KOR","BBW-P100-TOT",2018,112.659
"KOR","BBW-P100-TOT",2019,113.552
"KOR","BBW-SUBS-SAT",2016,138
"KOR","BBW-SUBS-STAN",2016,47141714
"KOR","BBW-SUBS-STAN",2017,50089050
"KOR","BBW-SUBS-STAN",2018,51958107
"KOR","BBW-SUBS-STAN",2019,53577282
"KOR","BBW-SUBS-DEDI",2016,8571648
"KOR","BBW-SUBS-DEDI",2017,7401438
"KOR","BBW-SUBS-DEDI",2018,6181577
"KOR","BBW-SUBS-DEDI",2019,5281298
"KOR","BBW-SUBS-TOT",2016,55713362
"KOR","BBW-SUBS-TOT",2017,57490488
"KOR","BBW-SUBS-TOT",2018,58139684
"KOR","BBW-SUBS-TOT",2019,58858580
"LUX","BBW-P100-STAN",2016,75.056
"LUX","BBW-P100-STAN",2017,78.442
"LUX","BBW-P100-STAN",2018,84.954
"LUX","BBW-P100-STAN",2019,109.187
"LUX","BBW-P100-DEDI",2016,7.464
"LUX","BBW-P100-DEDI",2017,7.655
"LUX","BBW-P100-DEDI",2018,8.344
"LUX","BBW-P100-DEDI",2019,11.44
"LUX","BBW-P100-TOT",2016,82.52
"LUX","BBW-P100-TOT",2017,86.097
"LUX","BBW-P100-TOT",2018,93.298
"LUX","BBW-P100-TOT",2019,120.628
"LUX","BBW-SUBS-STAN",2016,438400
"LUX","BBW-SUBS-STAN",2017,468300
"LUX","BBW-SUBS-STAN",2018,517200
"LUX","BBW-SUBS-STAN",2019,678600
"LUX","BBW-SUBS-DEDI",2016,43600
"LUX","BBW-SUBS-DEDI",2017,45700
"LUX","BBW-SUBS-DEDI",2018,50800
"LUX","BBW-SUBS-DEDI",2019,71100
"LUX","BBW-SUBS-TOT",2016,482000
"LUX","BBW-SUBS-TOT",2017,514000
"LUX","BBW-SUBS-TOT",2018,568000
"LUX","BBW-SUBS-TOT",2019,749700
"MEX","BBW-P100-SAT",2017,0.001
"MEX","BBW-P100-SAT",2018,0.008
"MEX","BBW-P100-SAT",2019,0.017
"MEX","BBW-P100-FIXW",2016,0.145
"MEX","BBW-P100-FIXW",2017,0.152
"MEX","BBW-P100-FIXW",2018,0.08
"MEX","BBW-P100-FIXW",2019,0.05
"MEX","BBW-P100-STAN",2016,60.946
"MEX","BBW-P100-STAN",2017,65.043
"MEX","BBW-P100-STAN",2018,70.141
"MEX","BBW-P100-STAN",2019,76.567
"MEX","BBW-P100-DEDI",2016,0.531
