"LOCATION","VAR","TIME","Value"
"AUT","BB-SUBS-TOT",2016,2523200
"AUT","BB-SUBS-TOT",2017,2511100
"AUT","BB-SUBS-TOT",2018,2521379
"AUT","BB-SUBS-TOT",2019,2519721
"AUT","BB-SUBS-CAB",2016,819500
"AUT","BB-SUBS-CAB",2017,844500
"AUT","BB-SUBS-CAB",2018,870722
"AUT","BB-SUBS-CAB",2019,886198
"AUT","BB-SUBS-DSL",2016,1633600
"AUT","BB-SUBS-DSL",2017,1585700
"AUT","BB-SUBS-DSL",2018,1559060
"AUT","BB-SUBS-DSL",2019,1529724
"AUT","BB-SUBS-FIB",2016,40900
"AUT","BB-SUBS-FIB",2017,52000
"AUT","BB-SUBS-FIB",2018,62855
"AUT","BB-SUBS-FIB",2019,75278
"AUT","BB-SUBS-OTH",2016,500
"AUT","BB-SUBS-OTH",2017,500
"AUT","BB-SUBS-OTH",2018,500
"AUT","BB-SUBS-OTH",2019,662
"BEL","BB-SUBS-TOT",2016,4270309
"BEL","BB-SUBS-TOT",2017,4378973
"BEL","BB-SUBS-TOT",2018,4502950
"BEL","BB-SUBS-TOT",2019,4590707
"BEL","BB-SUBS-CAB",2016,2185263
"BEL","BB-SUBS-CAB",2017,2275838
"BEL","BB-SUBS-CAB",2018,2339840
"BEL","BB-SUBS-CAB",2019,2406715
"BEL","BB-SUBS-DSL",2016,2066466
"BEL","BB-SUBS-DSL",2017,2079508
"BEL","BB-SUBS-DSL",2018,2126179
"BEL","BB-SUBS-DSL",2019,2123131
"BEL","BB-SUBS-FIB",2016,12753
"BEL","BB-SUBS-FIB",2017,17341
"BEL","BB-SUBS-FIB",2018,32464
"BEL","BB-SUBS-FIB",2019,47868
"BEL","BB-SUBS-OTH",2016,5613
"BEL","BB-SUBS-OTH",2017,6286
"BEL","BB-SUBS-OTH",2018,4467
"BEL","BB-SUBS-OTH",2019,12993
"CAN","BB-SUBS-TOT",2016,13386496
"CAN","BB-SUBS-TOT",2017,13923805
"CAN","BB-SUBS-TOT",2018,14320220
"CAN","BB-SUBS-TOT",2019,15356629
"CAN","BB-SUBS-CAB",2016,7041069
"CAN","BB-SUBS-CAB",2017,7294491
"CAN","BB-SUBS-CAB",2018,7529491
"CAN","BB-SUBS-CAB",2019,7821705
"CAN","BB-SUBS-DSL",2016,4459158
"CAN","BB-SUBS-DSL",2017,4309647
"CAN","BB-SUBS-DSL",2018,4056948
"CAN","BB-SUBS-DSL",2019,4062875
"CAN","BB-SUBS-FIB",2016,1334977
"CAN","BB-SUBS-FIB",2017,1709803
"CAN","BB-SUBS-FIB",2018,2068019
"CAN","BB-SUBS-FIB",2019,2638737
"CAN","BB-SUBS-OTH",2016,3286
"CAN","BB-SUBS-OTH",2017,1735
"CAN","BB-SUBS-OTH",2018,1760
"CAN","BB-SUBS-OTH",2019,1599
"CZE","BB-SUBS-TOT",2016,3064291
"CZE","BB-SUBS-TOT",2017,3136565
"CZE","BB-SUBS-TOT",2018,3214401
"CZE","BB-SUBS-TOT",2019,3705567
"CZE","BB-SUBS-CAB",2016,563274
"CZE","BB-SUBS-CAB",2017,589240
"CZE","BB-SUBS-CAB",2018,596710
"CZE","BB-SUBS-CAB",2019,603779
"CZE","BB-SUBS-DSL",2016,909696
"CZE","BB-SUBS-DSL",2017,877735
"CZE","BB-SUBS-DSL",2018,889813
"CZE","BB-SUBS-DSL",2019,920000
"CZE","BB-SUBS-FIB",2016,522552
"CZE","BB-SUBS-FIB",2017,569651
"CZE","BB-SUBS-FIB",2018,622346
"CZE","BB-SUBS-FIB",2019,655341
"CZE","BB-SUBS-OTH",2016,17
"CZE","BB-SUBS-OTH",2017,10
"CZE","BB-SUBS-OTH",2018,15
"CZE","BB-SUBS-OTH",2019,16
"DNK","BB-SUBS-TOT",2016,2461403
"DNK","BB-SUBS-TOT",2017,2511871
"DNK","BB-SUBS-TOT",2018,2535904
"DNK","BB-SUBS-TOT",2019,2536508
"DNK","BB-SUBS-CAB",2016,735785
"DNK","BB-SUBS-CAB",2017,796131
"DNK","BB-SUBS-CAB",2018,832460
"DNK","BB-SUBS-CAB",2019,848217
"DNK","BB-SUBS-DSL",2016,1050520
"DNK","BB-SUBS-DSL",2017,962595
"DNK","BB-SUBS-DSL",2018,863218
"DNK","BB-SUBS-DSL",2019,753021
"DNK","BB-SUBS-FIB",2016,630970
"DNK","BB-SUBS-FIB",2017,706253
"DNK","BB-SUBS-FIB",2018,793514
"DNK","BB-SUBS-FIB",2019,888199
"DNK","BB-SUBS-OTH",2016,26067
"DNK","BB-SUBS-OTH",2017,26907
"DNK","BB-SUBS-OTH",2018,25083
"DNK","BB-SUBS-OTH",2019,25144
"FIN","BB-SUBS-TOT",2016,1712000
"FIN","BB-SUBS-TOT",2017,1710000
"FIN","BB-SUBS-TOT",2018,1737000
"FIN","BB-SUBS-TOT",2019,1797000
"FIN","BB-SUBS-CAB",2016,412000
"FIN","BB-SUBS-CAB",2017,411000
"FIN","BB-SUBS-CAB",2018,434000
"FIN","BB-SUBS-CAB",2019,458000
"FIN","BB-SUBS-DSL",2016,593000
"FIN","BB-SUBS-DSL",2017,504000
"FIN","BB-SUBS-DSL",2018,405000
"FIN","BB-SUBS-DSL",2019,346000
"FIN","BB-SUBS-FIB",2016,699000
"FIN","BB-SUBS-FIB",2017,783000
"FIN","BB-SUBS-FIB",2018,888000
"FIN","BB-SUBS-FIB",2019,977000
"FIN","BB-SUBS-OTH",2016,5000
"FIN","BB-SUBS-OTH",2017,9000
"FIN","BB-SUBS-OTH",2018,7000
"FIN","BB-SUBS-OTH",2019,11000
"FRA","BB-SUBS-TOT",2016,27680000
"FRA","BB-SUBS-TOT",2017,28759000
"FRA","BB-SUBS-TOT",2018,29097000
"FRA","BB-SUBS-TOT",2019,29761000
"FRA","BB-SUBS-CAB",2016,3470000
"FRA","BB-SUBS-CAB",2017,3860000
"FRA","BB-SUBS-CAB",2018,4280000
"FRA","BB-SUBS-CAB",2019,4417000
"FRA","BB-SUBS-DSL",2016,21705000
"FRA","BB-SUBS-DSL",2017,20904000
"FRA","BB-SUBS-DSL",2018,19562000
"FRA","BB-SUBS-DSL",2019,17807000
"FRA","BB-SUBS-FIB",2016,2165000
"FRA","BB-SUBS-FIB",2017,3605000
"FRA","BB-SUBS-FIB",2018,4800000
"FRA","BB-SUBS-FIB",2019,7062000
"DEU","BB-SUBS-TOT",2016,31867148
"DEU","BB-SUBS-TOT",2017,33232299
"DEU","BB-SUBS-TOT",2018,34152033
"DEU","BB-SUBS-TOT",2019,35071539
"DEU","BB-SUBS-CAB",2016,7164020
"DEU","BB-SUBS-CAB",2017,7712886
"DEU","BB-SUBS-CAB",2018,7980287
"DEU","BB-SUBS-CAB",2019,8304686
"DEU","BB-SUBS-DSL",2016,24041221
"DEU","BB-SUBS-DSL",2017,24676160
"DEU","BB-SUBS-DSL",2018,24997200
"DEU","BB-SUBS-DSL",2019,25256216
"DEU","BB-SUBS-FIB",2016,575916
"DEU","BB-SUBS-FIB",2017,758295
"DEU","BB-SUBS-FIB",2018,1087690
"DEU","BB-SUBS-FIB",2019,1428031
"DEU","BB-SUBS-OTH",2016,39000
"DEU","BB-SUBS-OTH",2017,39000
"DEU","BB-SUBS-OTH",2018,45000
"DEU","BB-SUBS-OTH",2019,45000
"GRC","BB-SUBS-TOT",2016,3616705
"GRC","BB-SUBS-TOT",2017,3795410
"GRC","BB-SUBS-TOT",2018,3964602
"GRC","BB-SUBS-TOT",2019,4140440
"GRC","BB-SUBS-DSL",2016,3604166
"GRC","BB-SUBS-DSL",2017,3782443
"GRC","BB-SUBS-DSL",2018,3952981
"GRC","BB-SUBS-DSL",2019,4127200
"GRC","BB-SUBS-FIB",2016,6238
"GRC","BB-SUBS-FIB",2017,6829
"GRC","BB-SUBS-FIB",2018,6168
"GRC","BB-SUBS-FIB",2019,7961
"HUN","BB-SUBS-TOT",2016,2814523
"HUN","BB-SUBS-TOT",2017,2956585
"HUN","BB-SUBS-TOT",2018,3079549
"HUN","BB-SUBS-TOT",2019,3189689
"HUN","BB-SUBS-CAB",2016,1377422
"HUN","BB-SUBS-CAB",2017,1446568
"HUN","BB-SUBS-CAB",2018,1513045
"HUN","BB-SUBS-CAB",2019,1560351
"HUN","BB-SUBS-DSL",2016,789190
"HUN","BB-SUBS-DSL",2017,775958
"HUN","BB-SUBS-DSL",2018,734109
"HUN","BB-SUBS-DSL",2019,671841
"HUN","BB-SUBS-FIB",2016,517642
"HUN","BB-SUBS-FIB",2017,613059
"HUN","BB-SUBS-FIB",2018,726975
"HUN","BB-SUBS-FIB",2019,849145
"ISL","BB-SUBS-TOT",2016,128023
"ISL","BB-SUBS-TOT",2017,133574
"ISL","BB-SUBS-TOT",2018,136556
"ISL","BB-SUBS-TOT",2019,139241
"ISL","BB-SUBS-CAB",2019,974
"ISL","BB-SUBS-DSL",2016,84846
"ISL","BB-SUBS-DSL",2017,75631
"ISL","BB-SUBS-DSL",2018,63743
"ISL","BB-SUBS-DSL",2019,51356
"ISL","BB-SUBS-FIB",2016,42352
"ISL","BB-SUBS-FIB",2017,56649
"ISL","BB-SUBS-FIB",2018,72253
"ISL","BB-SUBS-FIB",2019,86520
"IRL","BB-SUBS-TOT",2016,1360195
"IRL","BB-SUBS-TOT",2017,1398792
"IRL","BB-SUBS-TOT",2018,1430160
"IRL","BB-SUBS-TOT",2019,1462549
"IRL","BB-SUBS-CAB",2016,366699
"IRL","BB-SUBS-CAB",2017,373519
"IRL","BB-SUBS-CAB",2018,372844
"IRL","BB-SUBS-CAB",2019,371487
"IRL","BB-SUBS-DSL",2016,934097
"IRL","BB-SUBS-DSL",2017,933233
"IRL","BB-SUBS-DSL",2018,914600
"IRL","BB-SUBS-DSL",2019,873493
"IRL","BB-SUBS-FIB",2016,7623
"IRL","BB-SUBS-FIB",2017,39612
"IRL","BB-SUBS-FIB",2018,90642
"IRL","BB-SUBS-FIB",2019,162361
"ITA","BB-SUBS-TOT",2016,15492695
"ITA","BB-SUBS-TOT",2017,16533055
"ITA","BB-SUBS-TOT",2018,17069026
"ITA","BB-SUBS-TOT",2019,17470489
"ITA","BB-SUBS-DSL",2016,12131402
"ITA","BB-SUBS-DSL",2017,10839215
"ITA","BB-SUBS-DSL",2018,8570970
"ITA","BB-SUBS-DSL",2019,7187554
"ITA","BB-SUBS-FIB",2016,438380
"ITA","BB-SUBS-FIB",2017,568955
"ITA","BB-SUBS-FIB",2018,864778
"ITA","BB-SUBS-FIB",2019,1226501
"ITA","BB-SUBS-OTH",2016,2069197
"ITA","BB-SUBS-OTH",2017,4071042
"ITA","BB-SUBS-OTH",2018,6400552
"ITA","BB-SUBS-OTH",2019,7733321
"JPN","BB-SUBS-TOT",2016,38873048
"JPN","BB-SUBS-TOT",2017,39484547
"JPN","BB-SUBS-TOT",2018,40066075
"JPN","BB-SUBS-TOT",2019,40988254
"JPN","BB-SUBS-CAB",2016,6850180
"JPN","BB-SUBS-CAB",2017,6891554
"JPN","BB-SUBS-CAB",2018,6868934
"JPN","BB-SUBS-CAB",2019,6755064
"JPN","BB-SUBS-DSL",2016,2877675
"JPN","BB-SUBS-DSL",2017,2243430
"JPN","BB-SUBS-DSL",2018,1821115
"JPN","BB-SUBS-DSL",2019,1483862
"JPN","BB-SUBS-FIB",2016,29139163
"JPN","BB-SUBS-FIB",2017,30344427
"JPN","BB-SUBS-FIB",2018,31371388
"JPN","BB-SUBS-FIB",2019,32744928
"KOR","BB-SUBS-TOT",2016,20349059
"KOR","BB-SUBS-TOT",2017,20989294
"KOR","BB-SUBS-TOT",2018,21285858
"KOR","BB-SUBS-TOT",2019,21906172
"KOR","BB-SUBS-CAB",2016,3999570
"KOR","BB-SUBS-CAB",2017,3853425
"KOR","BB-SUBS-CAB",2018,3480803
"KOR","BB-SUBS-CAB",2019,3172294
"KOR","BB-SUBS-DSL",2016,1167243
"KOR","BB-SUBS-DSL",2017,934547
"KOR","BB-SUBS-DSL",2018,696779
"KOR","BB-SUBS-DSL",2019,594965
"KOR","BB-SUBS-FIB",2016,15182108
"KOR","BB-SUBS-FIB",2017,16201322
"KOR","BB-SUBS-FIB",2018,17108276
"KOR","BB-SUBS-FIB",2019,18138913
"LUX","BB-SUBS-TOT",2016,203100
"LUX","BB-SUBS-TOT",2017,214308
"LUX","BB-SUBS-TOT",2018,224200
"LUX","BB-SUBS-TOT",2019,230100
"LUX","BB-SUBS-CAB",2016,21800
"LUX","BB-SUBS-CAB",2017,22100
"LUX","BB-SUBS-CAB",2018,22300
"LUX","BB-SUBS-CAB",2019,22400
"LUX","BB-SUBS-DSL",2016,139700
"LUX","BB-SUBS-DSL",2017,131300
"LUX","BB-SUBS-DSL",2018,122700
"LUX","BB-SUBS-DSL",2019,109500
"LUX","BB-SUBS-FIB",2016,40600
"LUX","BB-SUBS-FIB",2017,59200
"LUX","BB-SUBS-FIB",2018,78200
"LUX","BB-SUBS-FIB",2019,97100
"LUX","BB-SUBS-OTH",2016,1000
"LUX","BB-SUBS-OTH",2017,1708
"LUX","BB-SUBS-OTH",2018,1000
"LUX","BB-SUBS-OTH",2019,1100
"MEX","BB-SUBS-TOT",2016,15923971
"MEX","BB-SUBS-TOT",2017,17000482
"MEX","BB-SUBS-TOT",2018,18359028
"MEX","BB-SUBS-TOT",2019,19354980
"MEX","BB-SUBS-CAB",2016,5545232
"MEX","BB-SUBS-CAB",2017,6242132
"MEX","BB-SUBS-CAB",2018,6985267
"MEX","BB-SUBS-CAB",2019,7545320
"MEX","BB-SUBS-DSL",2016,7655062
"MEX","BB-SUBS-DSL",2017,7252078
"MEX","BB-SUBS-DSL",2018,7168184
"MEX","BB-SUBS-DSL",2019,6756981
"MEX","BB-SUBS-FIB",2016,2540595
"MEX","BB-SUBS-FIB",2017,3129230
"MEX","BB-SUBS-FIB",2018,3720313
"MEX","BB-SUBS-FIB",2019,4747227
"MEX","BB-SUBS-OTH",2016,5140
"MEX","BB-SUBS-OTH",2017,188851
"MEX","BB-SUBS-OTH",2018,375804
"MEX","BB-SUBS-OTH",2019,221784
"NLD","BB-SUBS-TOT",2016,7222000
"NLD","BB-SUBS-TOT",2017,7289000
"NLD","BB-SUBS-TOT",2018,7406000
"NLD","BB-SUBS-TOT",2019,7506088
"NLD","BB-SUBS-CAB",2016,3342000
"NLD","BB-SUBS-CAB",2017,3400000
"NLD","BB-SUBS-CAB",2018,3471000
"NLD","BB-SUBS-CAB",2019,3514133
"NLD","BB-SUBS-DSL",2016,2829000
"NLD","BB-SUBS-DSL",2017,2728000
"NLD","BB-SUBS-DSL",2018,2654000
"NLD","BB-SUBS-DSL",2019,2605330
"NLD","BB-SUBS-FIB",2016,1051000
"NLD","BB-SUBS-FIB",2017,1161000
"NLD","BB-SUBS-FIB",2018,1281000
"NLD","BB-SUBS-FIB",2019,1386625
"NZL","BB-SUBS-TOT",2016,1554206
"NZL","BB-SUBS-TOT",2017,1622992
"NZL","BB-SUBS-TOT",2018,1662090
"NZL","BB-SUBS-TOT",2019,1714984
"NZL","BB-SUBS-CAB",2016,66223
"NZL","BB-SUBS-CAB",2017,68000
"NZL","BB-SUBS-CAB",2018,63000
"NZL","BB-SUBS-CAB",2019,55000
"NZL","BB-SUBS-DSL",2016,1085075
"NZL","BB-SUBS-DSL",2017,886080
"NZL","BB-SUBS-DSL",2018,708075
"NZL","BB-SUBS-DSL",2019,541942
"NZL","BB-SUBS-FIB",2016,330311
"NZL","BB-SUBS-FIB",2017,508535
"NZL","BB-SUBS-FIB",2018,716258
"NZL","BB-SUBS-FIB",2019,924895
"NOR","BB-SUBS-TOT",2016,2106975
"NOR","BB-SUBS-TOT",2017,2165221
"NOR","BB-SUBS-TOT",2018,2205861
"NOR","BB-SUBS-TOT",2019,2260607
"NOR","BB-SUBS-CAB",2016,636191
"NOR","BB-SUBS-CAB",2017,623543
"NOR","BB-SUBS-CAB",2018,606783
"NOR","BB-SUBS-CAB",2019,598047
"NOR","BB-SUBS-DSL",2016,626237
"NOR","BB-SUBS-DSL",2017,559047
"NOR","BB-SUBS-DSL",2018,489761
"NOR","BB-SUBS-DSL",2019,382197
"NOR","BB-SUBS-FIB",2016,799395
"NOR","BB-SUBS-FIB",2017,937214
"NOR","BB-SUBS-FIB",2018,1067585
"NOR","BB-SUBS-FIB",2019,1222184
"NOR","BB-SUBS-OTH",2016,1070
"NOR","BB-SUBS-OTH",2017,1256
"NOR","BB-SUBS-OTH",2018,1430
"NOR","BB-SUBS-OTH",2019,1542
"POL","BB-SUBS-TOT",2016,7042470
"POL","BB-SUBS-TOT",2017,7053333
"POL","BB-SUBS-TOT",2018,7761110
"POL","BB-SUBS-TOT",2019,7799937
"POL","BB-SUBS-CAB",2016,2703703
"POL","BB-SUBS-CAB",2017,2747253
"POL","BB-SUBS-CAB",2018,2815437
"POL","BB-SUBS-CAB",2019,2845261
"POL","BB-SUBS-DSL",2016,2495821
"POL","BB-SUBS-DSL",2017,2307084
"POL","BB-SUBS-DSL",2018,2058348
"POL","BB-SUBS-DSL",2019,1814979
"POL","BB-SUBS-FIB",2016,575650
"POL","BB-SUBS-FIB",2017,756199
"POL","BB-SUBS-FIB",2018,1590012
"POL","BB-SUBS-FIB",2019,1897871
"POL","BB-SUBS-OTH",2016,471876
"POL","BB-SUBS-OTH",2017,477287
"POL","BB-SUBS-OTH",2018,427646
"POL","BB-SUBS-OTH",2019,447465
"PRT","BB-SUBS-TOT",2016,3375597
"PRT","BB-SUBS-TOT",2017,3574638
"PRT","BB-SUBS-TOT",2018,3784684
"PRT","BB-SUBS-TOT",2019,3967693
"PRT","BB-SUBS-CAB",2016,1118248
"PRT","BB-SUBS-CAB",2017,1166718
"PRT","BB-SUBS-CAB",2018,1180899
"PRT","BB-SUBS-CAB",2019,1195755
"PRT","BB-SUBS-DSL",2016,915516
"PRT","BB-SUBS-DSL",2017,749832
"PRT","BB-SUBS-DSL",2018,606524
"PRT","BB-SUBS-DSL",2019,482576
"PRT","BB-SUBS-FIB",2016,1089300
"PRT","BB-SUBS-FIB",2017,1381359
"PRT","BB-SUBS-FIB",2018,1710682
"PRT","BB-SUBS-FIB",2019,2008165
"PRT","BB-SUBS-OTH",2016,3063
"PRT","BB-SUBS-OTH",2017,3098
"PRT","BB-SUBS-OTH",2018,3576
"PRT","BB-SUBS-OTH",2019,4270
"SVK","BB-SUBS-TOT",2016,1336541
"SVK","BB-SUBS-TOT",2017,1404751
"SVK","BB-SUBS-TOT",2018,1507998
"SVK","BB-SUBS-TOT",2019,1596581
"SVK","BB-SUBS-CAB",2016,165343
"SVK","BB-SUBS-CAB",2017,170169
"SVK","BB-SUBS-CAB",2018,184504
"SVK","BB-SUBS-CAB",2019,177133
"SVK","BB-SUBS-DSL",2016,487173
"SVK","BB-SUBS-DSL",2017,487164
"SVK","BB-SUBS-DSL",2018,478634
"SVK","BB-SUBS-DSL",2019,473681
"SVK","BB-SUBS-FIB",2016,382256
"SVK","BB-SUBS-FIB",2017,411685
"SVK","BB-SUBS-FIB",2018,459553
"SVK","BB-SUBS-FIB",2019,516025
"SVK","BB-SUBS-OTH",2016,5266
"SVK","BB-SUBS-OTH",2017,18958
"SVK","BB-SUBS-OTH",2018,73767
"SVK","BB-SUBS-OTH",2019,120347
"ESP","BB-SUBS-TOT",2016,14163442
"ESP","BB-SUBS-TOT",2017,14473887
"ESP","BB-SUBS-TOT",2018,14956581
"ESP","BB-SUBS-TOT",2019,15333713
"ESP","BB-SUBS-CAB",2016,2682984
"ESP","BB-SUBS-CAB",2017,2630491
"ESP","BB-SUBS-CAB",2018,2391281
"ESP","BB-SUBS-CAB",2019,2259830
"ESP","BB-SUBS-DSL",2016,6323545
"ESP","BB-SUBS-DSL",2017,5047845
"ESP","BB-SUBS-DSL",2018,3737241
"ESP","BB-SUBS-DSL",2019,2584277
"ESP","BB-SUBS-FIB",2016,4950796
"ESP","BB-SUBS-FIB",2017,6611557
"ESP","BB-SUBS-FIB",2018,8598711
"ESP","BB-SUBS-FIB",2019,10225788
"ESP","BB-SUBS-OTH",2016,1535
"ESP","BB-SUBS-OTH",2017,1370
"ESP","BB-SUBS-OTH",2018,1708
"ESP","BB-SUBS-OTH",2019,365
"SWE","BB-SUBS-TOT",2016,3679406
"SWE","BB-SUBS-TOT",2017,3866353
"SWE","BB-SUBS-TOT",2018,3973622
"SWE","BB-SUBS-TOT",2019,4038725
"SWE","BB-SUBS-CAB",2016,676132
"SWE","BB-SUBS-CAB",2017,682953
"SWE","BB-SUBS-CAB",2018,675240
"SWE","BB-SUBS-CAB",2019,666521
"SWE","BB-SUBS-DSL",2016,958868
"SWE","BB-SUBS-DSL",2017,776771
"SWE","BB-SUBS-DSL",2018,623914
"SWE","BB-SUBS-DSL",2019,482746
"SWE","BB-SUBS-FIB",2016,2029489
"SWE","BB-SUBS-FIB",2017,2389463
"SWE","BB-SUBS-FIB",2018,2660081
"SWE","BB-SUBS-FIB",2019,2875066
"SWE","BB-SUBS-OTH",2016,6891
"SWE","BB-SUBS-OTH",2017,7117
"SWE","BB-SUBS-OTH",2018,7288
"SWE","BB-SUBS-OTH",2019,7335
"CHE","BB-SUBS-TOT",2016,3825095
"CHE","BB-SUBS-TOT",2017,3976434
"CHE","BB-SUBS-TOT",2018,3937283
"CHE","BB-SUBS-TOT",2019,3986080
"CHE","BB-SUBS-CAB",2016,1244142
"CHE","BB-SUBS-CAB",2017,1258594
"CHE","BB-SUBS-CAB",2018,1131234
"CHE","BB-SUBS-CAB",2019,1084750
"CHE","BB-SUBS-DSL",2016,2077012
"CHE","BB-SUBS-DSL",2017,2059252
"CHE","BB-SUBS-DSL",2018,2020790
"CHE","BB-SUBS-DSL",2019,2031725
"CHE","BB-SUBS-FIB",2016,449151
"CHE","BB-SUBS-FIB",2017,594308
"CHE","BB-SUBS-FIB",2018,720289
"CHE","BB-SUBS-FIB",2019,803000
"CHE","BB-SUBS-OTH",2016,52067
"CHE","BB-SUBS-OTH",2017,62878
"CHE","BB-SUBS-OTH",2018,63096
"CHE","BB-SUBS-OTH",2019,65000
"TUR","BB-SUBS-TOT",2016,10499692
"TUR","BB-SUBS-TOT",2017,11924905
"TUR","BB-SUBS-TOT",2018,13407226
"TUR","BB-SUBS-TOT",2019,14231978
"TUR","BB-SUBS-CAB",2016,736916
"TUR","BB-SUBS-CAB",2017,826734
"TUR","BB-SUBS-CAB",2018,932121
"TUR","BB-SUBS-CAB",2019,1084446
"TUR","BB-SUBS-DSL",2016,7764204
"TUR","BB-SUBS-DSL",2017,8656181
"TUR","BB-SUBS-DSL",2018,9491634
"TUR","BB-SUBS-DSL",2019,9662248
"TUR","BB-SUBS-FIB",2016,1926080
"TUR","BB-SUBS-FIB",2017,2336687
"TUR","BB-SUBS-FIB",2018,2800557
"TUR","BB-SUBS-FIB",2019,3213298
"TUR","BB-SUBS-OTH",2016,61347
"TUR","BB-SUBS-OTH",2017,94682
"TUR","BB-SUBS-OTH",2018,172068
"TUR","BB-SUBS-OTH",2019,260401
"GBR","BB-SUBS-TOT",2016,25473619
"GBR","BB-SUBS-TOT",2017,26043431
"GBR","BB-SUBS-TOT",2018,26586110
"GBR","BB-SUBS-TOT",2019,26827386
"GBR","BB-SUBS-CAB",2016,4923828
"GBR","BB-SUBS-CAB",2017,5109959
"GBR","BB-SUBS-CAB",2018,5225155
"GBR","BB-SUBS-CAB",2019,5276566
"GBR","BB-SUBS-DSL",2016,20338924
"GBR","BB-SUBS-DSL",2017,20589460
"GBR","BB-SUBS-DSL",2018,20819623
"GBR","BB-SUBS-DSL",2019,20738826
"GBR","BB-SUBS-FIB",2016,191961
"GBR","BB-SUBS-FIB",2017,316093
"GBR","BB-SUBS-FIB",2018,510807
"GBR","BB-SUBS-FIB",2019,783631
"USA","BB-SUBS-TOT",2016,105714000
"USA","BB-SUBS-TOT",2017,108199000
"USA","BB-SUBS-TOT",2018,110865000
"USA","BB-SUBS-TOT",2019,114004000
"USA","BB-SUBS-CAB",2016,63325000
"USA","BB-SUBS-CAB",2017,66196000
"USA","BB-SUBS-CAB",2018,68857000
"USA","BB-SUBS-CAB",2019,72500000
"USA","BB-SUBS-DSL",2016,26569000
"USA","BB-SUBS-DSL",2017,24220000
"USA","BB-SUBS-DSL",2018,21952000
"USA","BB-SUBS-DSL",2019,19358000
"USA","BB-SUBS-FIB",2016,12053000
"USA","BB-SUBS-FIB",2017,13978000
"USA","BB-SUBS-FIB",2018,16021000
"USA","BB-SUBS-FIB",2019,18040000
"USA","BB-SUBS-OTH",2016,653000
"USA","BB-SUBS-OTH",2017,629000
"USA","BB-SUBS-OTH",2018,6e+05
"USA","BB-SUBS-OTH",2019,524000
"CHL","BB-SUBS-TOT",2016,2904580
"CHL","BB-SUBS-TOT",2017,3062392
"CHL","BB-SUBS-TOT",2018,3250678
"CHL","BB-SUBS-TOT",2019,3429305
"CHL","BB-SUBS-CAB",2016,1567804
"CHL","BB-SUBS-CAB",2017,1683030
"CHL","BB-SUBS-CAB",2018,1782843
"CHL","BB-SUBS-CAB",2019,1827474
"CHL","BB-SUBS-DSL",2016,832168
"CHL","BB-SUBS-DSL",2017,769950
"CHL","BB-SUBS-DSL",2018,586272
"CHL","BB-SUBS-DSL",2019,402740
"CHL","BB-SUBS-FIB",2016,293128
"CHL","BB-SUBS-FIB",2017,401825
"CHL","BB-SUBS-FIB",2018,702747
"CHL","BB-SUBS-FIB",2019,957182
"CHL","BB-SUBS-OTH",2016,196232
"CHL","BB-SUBS-OTH",2017,194788
"CHL","BB-SUBS-OTH",2018,167789
"CHL","BB-SUBS-OTH",2019,112292
"EST","BB-SUBS-TOT",2016,396595
"EST","BB-SUBS-TOT",2017,410287
"EST","BB-SUBS-TOT",2018,421640
"EST","BB-SUBS-TOT",2019,431251
"EST","BB-SUBS-CAB",2016,93604
"EST","BB-SUBS-CAB",2017,97496
"EST","BB-SUBS-CAB",2018,98251
"EST","BB-SUBS-CAB",2019,94870
"EST","BB-SUBS-DSL",2016,138299
"EST","BB-SUBS-DSL",2017,135808
"EST","BB-SUBS-DSL",2018,127649
"EST","BB-SUBS-DSL",2019,113636
"EST","BB-SUBS-FIB",2016,138205
"EST","BB-SUBS-FIB",2017,149768
"EST","BB-SUBS-FIB",2018,161877
"EST","BB-SUBS-FIB",2019,184038
"EST","BB-SUBS-OTH",2016,6808
"EST","BB-SUBS-OTH",2017,3580
"EST","BB-SUBS-OTH",2018,3643
"EST","BB-SUBS-OTH",2019,3950
"ISR","BB-SUBS-TOT",2016,2263051
"ISR","BB-SUBS-TOT",2017,2400000
"ISR","BB-SUBS-TOT",2018,2434574
"ISR","BB-SUBS-TOT",2019,2480952
"ISR","BB-SUBS-CAB",2016,701000
"ISR","BB-SUBS-CAB",2018,730000
"ISR","BB-SUBS-CAB",2019,770348
"ISR","BB-SUBS-DSL",2016,1558000
"ISR","BB-SUBS-DSL",2017,2400000
"ISR","BB-SUBS-DSL",2018,1656000
"ISR","BB-SUBS-DSL",2019,1575300
"ISR","BB-SUBS-FIB",2016,4051
"ISR","BB-SUBS-FIB",2018,48574
"ISR","BB-SUBS-FIB",2019,135304
"SVN","BB-SUBS-TOT",2016,584463
"SVN","BB-SUBS-TOT",2017,597359
"SVN","BB-SUBS-TOT",2018,608352
"SVN","BB-SUBS-TOT",2019,623049
"SVN","BB-SUBS-CAB",2016,176379
"SVN","BB-SUBS-CAB",2017,177780
"SVN","BB-SUBS-CAB",2018,175803
"SVN","BB-SUBS-CAB",2019,174441
"SVN","BB-SUBS-DSL",2016,231155
"SVN","BB-SUBS-DSL",2017,213750
"SVN","BB-SUBS-DSL",2018,200201
"SVN","BB-SUBS-DSL",2019,187932
"SVN","BB-SUBS-FIB",2016,168203
"SVN","BB-SUBS-FIB",2017,195755
