"LOCATION","Pays","VAR","Variable","TIME","Temps","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Grèce","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2016","2016","SUBS","Abonnements","0","Unités",,,5261148,,
"GRC","Grèce","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2016.3","T2-2016","SUBS","Abonnements","0","Unités",,,4911161,,
"GRC","Grèce","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2016.6","T4-2016","SUBS","Abonnements","0","Unités",,,5261148,,
"GRC","Grèce","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2017","2017","SUBS","Abonnements","0","Unités",,,6634172,,
"GRC","Grèce","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2017.3","T2-2017","SUBS","Abonnements","0","Unités",,,5929616,,
"GRC","Grèce","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2017.6","T4-2017","SUBS","Abonnements","0","Unités",,,6634172,,
"GRC","Grèce","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2018","2018","SUBS","Abonnements","0","Unités",,,8123843,,
"GRC","Grèce","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2018.3","T2-2018","SUBS","Abonnements","0","Unités",,,7572183,,
"GRC","Grèce","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2018.6","T4-2018","SUBS","Abonnements","0","Unités",,,8123843,,
"GRC","Grèce","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2019","2019","SUBS","Abonnements","0","Unités",,,8667913,,
"GRC","Grèce","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2019.3","T2-2019","SUBS","Abonnements","0","Unités",,,8483049,,
"GRC","Grèce","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2019.6","T4-2019","SUBS","Abonnements","0","Unités",,,8667913,,
"GRC","Grèce","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2016","2016","SUBS","Abonnements","0","Unités",,,448113,,
"GRC","Grèce","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2016.3","T2-2016","SUBS","Abonnements","0","Unités",,,465374,,
"GRC","Grèce","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2016.6","T4-2016","SUBS","Abonnements","0","Unités",,,448113,,
"GRC","Grèce","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2017","2017","SUBS","Abonnements","0","Unités",,,440761,,
"GRC","Grèce","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2017.3","T2-2017","SUBS","Abonnements","0","Unités",,,463132,,
"GRC","Grèce","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2017.6","T4-2017","SUBS","Abonnements","0","Unités",,,440761,,
"GRC","Grèce","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2018","2018","SUBS","Abonnements","0","Unités",,,439843,,
"GRC","Grèce","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2018.3","T2-2018","SUBS","Abonnements","0","Unités",,,447626,,
"GRC","Grèce","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2018.6","T4-2018","SUBS","Abonnements","0","Unités",,,439843,,
"GRC","Grèce","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2019","2019","SUBS","Abonnements","0","Unités",,,454549,,
"GRC","Grèce","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2019.3","T2-2019","SUBS","Abonnements","0","Unités",,,463428,,
"GRC","Grèce","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2019.6","T4-2019","SUBS","Abonnements","0","Unités",,,454549,,
"GRC","Grèce","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2016","2016","SUBS","Abonnements","0","Unités",,,5709261,,
"GRC","Grèce","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2016.3","T2-2016","SUBS","Abonnements","0","Unités",,,5376535,,
"GRC","Grèce","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2016.6","T4-2016","SUBS","Abonnements","0","Unités",,,5709261,,
"GRC","Grèce","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2017","2017","SUBS","Abonnements","0","Unités",,,7074933,,
"GRC","Grèce","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2017.3","T2-2017","SUBS","Abonnements","0","Unités",,,6392748,,
"GRC","Grèce","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2017.6","T4-2017","SUBS","Abonnements","0","Unités",,,7074933,,
"GRC","Grèce","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2018","2018","SUBS","Abonnements","0","Unités",,,8563686,,
"GRC","Grèce","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2018.3","T2-2018","SUBS","Abonnements","0","Unités",,,8019809,,
"GRC","Grèce","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2018.6","T4-2018","SUBS","Abonnements","0","Unités",,,8563686,,
"GRC","Grèce","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2019","2019","SUBS","Abonnements","0","Unités",,,9122462,,
"GRC","Grèce","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2019.3","T2-2019","SUBS","Abonnements","0","Unités",,,8946477,,
"GRC","Grèce","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2019.6","T4-2019","SUBS","Abonnements","0","Unités",,,9122462,,
"HUN","Hongrie","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,1.327,,
"HUN","Hongrie","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,1.341,,
"HUN","Hongrie","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,1.327,,
"HUN","Hongrie","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,1.236,,
"HUN","Hongrie","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,1.274,,
"HUN","Hongrie","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,1.236,,
"HUN","Hongrie","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,1.078,,
"HUN","Hongrie","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,1.144,,
"HUN","Hongrie","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,1.078,,
"HUN","Hongrie","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,1.109,,
"HUN","Hongrie","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,1.095,,
"HUN","Hongrie","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,1.109,,
"HUN","Hongrie","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,40.763,,
"HUN","Hongrie","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,38.539,,
"HUN","Hongrie","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,40.763,,
"HUN","Hongrie","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,44.942,,
"HUN","Hongrie","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,44.989,,
"HUN","Hongrie","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,44.942,,
"HUN","Hongrie","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,62.686,,
"HUN","Hongrie","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,58.138,,
"HUN","Hongrie","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,62.686,,
"HUN","Hongrie","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,66.518,,
"HUN","Hongrie","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,64.934,,
"HUN","Hongrie","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,66.518,,
"HUN","Hongrie","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,4.044,,
"HUN","Hongrie","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,4.066,,
"HUN","Hongrie","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,4.044,,
"HUN","Hongrie","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,3.848,,
"HUN","Hongrie","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,4.156,,
"HUN","Hongrie","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,3.848,,
"HUN","Hongrie","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,4.648,,
"HUN","Hongrie","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,4.807,,
"HUN","Hongrie","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,4.648,,
"HUN","Hongrie","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,6.853,,
"HUN","Hongrie","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,4.605,,
"HUN","Hongrie","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,6.853,,
"HUN","Hongrie","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,44.808,,
"HUN","Hongrie","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,42.605,,
"HUN","Hongrie","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,44.808,,
"HUN","Hongrie","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,48.79,,
"HUN","Hongrie","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,49.145,,
"HUN","Hongrie","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,48.79,,
"HUN","Hongrie","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,67.334,,
"HUN","Hongrie","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,62.945,,
"HUN","Hongrie","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,67.334,,
"HUN","Hongrie","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,73.371,,
"HUN","Hongrie","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,69.539,,
"HUN","Hongrie","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,73.371,,
"HUN","Hongrie","BBW-SUBS-FIXW","Abonnements hertzien fixe terrestre","2016","2016","SUBS","Abonnements","0","Unités",,,130269,,
"HUN","Hongrie","BBW-SUBS-FIXW","Abonnements hertzien fixe terrestre","2016.3","T2-2016","SUBS","Abonnements","0","Unités",,,132035,,
"HUN","Hongrie","BBW-SUBS-FIXW","Abonnements hertzien fixe terrestre","2016.6","T4-2016","SUBS","Abonnements","0","Unités",,,130269,,
"HUN","Hongrie","BBW-SUBS-FIXW","Abonnements hertzien fixe terrestre","2017","2017","SUBS","Abonnements","0","Unités",,,121000,,
"HUN","Hongrie","BBW-SUBS-FIXW","Abonnements hertzien fixe terrestre","2017.3","T2-2017","SUBS","Abonnements","0","Unités",,,125058,,
"HUN","Hongrie","BBW-SUBS-FIXW","Abonnements hertzien fixe terrestre","2017.6","T4-2017","SUBS","Abonnements","0","Unités",,,121000,,
"HUN","Hongrie","BBW-SUBS-FIXW","Abonnements hertzien fixe terrestre","2018","2018","SUBS","Abonnements","0","Unités",,,105420,,
"HUN","Hongrie","BBW-SUBS-FIXW","Abonnements hertzien fixe terrestre","2018.3","T2-2018","SUBS","Abonnements","0","Unités",,,112000,,
"HUN","Hongrie","BBW-SUBS-FIXW","Abonnements hertzien fixe terrestre","2018.6","T4-2018","SUBS","Abonnements","0","Unités",,,105420,,
"HUN","Hongrie","BBW-SUBS-FIXW","Abonnements hertzien fixe terrestre","2019","2019","SUBS","Abonnements","0","Unités",,,108352,,
"HUN","Hongrie","BBW-SUBS-FIXW","Abonnements hertzien fixe terrestre","2019.3","T2-2019","SUBS","Abonnements","0","Unités",,,107037,,
"HUN","Hongrie","BBW-SUBS-FIXW","Abonnements hertzien fixe terrestre","2019.6","T4-2019","SUBS","Abonnements","0","Unités",,,108352,,
"HUN","Hongrie","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2016","2016","SUBS","Abonnements","0","Unités",,,4000507,,
"HUN","Hongrie","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2016.3","T2-2016","SUBS","Abonnements","0","Unités",,,3793399,,
"HUN","Hongrie","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2016.6","T4-2016","SUBS","Abonnements","0","Unités",,,4000507,,
"HUN","Hongrie","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2017","2017","SUBS","Abonnements","0","Unités",,,4398958,,
"HUN","Hongrie","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2017.3","T2-2017","SUBS","Abonnements","0","Unités",,,4415233,,
"HUN","Hongrie","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2017.6","T4-2017","SUBS","Abonnements","0","Unités",,,4398958,,
"HUN","Hongrie","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2018","2018","SUBS","Abonnements","0","Unités",,,6127914,,
"HUN","Hongrie","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2018.3","T2-2018","SUBS","Abonnements","0","Unités",,,5690589,,
"HUN","Hongrie","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2018.6","T4-2018","SUBS","Abonnements","0","Unités",,,6127914,,
"HUN","Hongrie","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2019","2019","SUBS","Abonnements","0","Unités",,,6499527,,
"HUN","Hongrie","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2019.3","T2-2019","SUBS","Abonnements","0","Unités",,,6347723,,
"HUN","Hongrie","BBW-SUBS-STAN","Abonnements haut-débit mobile voix et données","2019.6","T4-2019","SUBS","Abonnements","0","Unités",,,6499527,,
"HUN","Hongrie","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2016","2016","SUBS","Abonnements","0","Unités",,,396910,,
"HUN","Hongrie","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2016.3","T2-2016","SUBS","Abonnements","0","Unités",,,400180,,
"HUN","Hongrie","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2016.6","T4-2016","SUBS","Abonnements","0","Unités",,,396910,,
"HUN","Hongrie","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2017","2017","SUBS","Abonnements","0","Unités",,,376600,,
"HUN","Hongrie","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2017.3","T2-2017","SUBS","Abonnements","0","Unités",,,407824,,
"HUN","Hongrie","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2017.6","T4-2017","SUBS","Abonnements","0","Unités",,,376600,,
"HUN","Hongrie","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2018","2018","SUBS","Abonnements","0","Unités",,,454357,,
"HUN","Hongrie","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2018.3","T2-2018","SUBS","Abonnements","0","Unités",,,470469,,
"HUN","Hongrie","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2018.6","T4-2018","SUBS","Abonnements","0","Unités",,,454357,,
"HUN","Hongrie","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2019","2019","SUBS","Abonnements","0","Unités",,,669599,,
"HUN","Hongrie","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2019.3","T2-2019","SUBS","Abonnements","0","Unités",,,450150,,
"HUN","Hongrie","BBW-SUBS-DEDI","Abonnements haut-débit mobile dédié données ","2019.6","T4-2019","SUBS","Abonnements","0","Unités",,,669599,,
"HUN","Hongrie","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2016","2016","SUBS","Abonnements","0","Unités",,,4397417,,
"HUN","Hongrie","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2016.3","T2-2016","SUBS","Abonnements","0","Unités",,,4193579,,
"HUN","Hongrie","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2016.6","T4-2016","SUBS","Abonnements","0","Unités",,,4397417,,
"HUN","Hongrie","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2017","2017","SUBS","Abonnements","0","Unités",,,4775558,,
"HUN","Hongrie","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2017.3","T2-2017","SUBS","Abonnements","0","Unités",,,4823057,,
"HUN","Hongrie","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2017.6","T4-2017","SUBS","Abonnements","0","Unités",,,4775558,,
"HUN","Hongrie","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2018","2018","SUBS","Abonnements","0","Unités",,,6582271,,
"HUN","Hongrie","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2018.3","T2-2018","SUBS","Abonnements","0","Unités",,,6161058,,
"HUN","Hongrie","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2018.6","T4-2018","SUBS","Abonnements","0","Unités",,,6582271,,
"HUN","Hongrie","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2019","2019","SUBS","Abonnements","0","Unités",,,7169126,,
"HUN","Hongrie","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2019.3","T2-2019","SUBS","Abonnements","0","Unités",,,6797873,,
"HUN","Hongrie","BBW-SUBS-TOT","Total des abonnements haut-débit mobile ","2019.6","T4-2019","SUBS","Abonnements","0","Unités",,,7169126,,
"ISL","Islande","BBW-P100-SAT","Abonnements satellite pour 100 habitants","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,0.01,,
"ISL","Islande","BBW-P100-SAT","Abonnements satellite pour 100 habitants","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,0.011,,
"ISL","Islande","BBW-P100-SAT","Abonnements satellite pour 100 habitants","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,0.01,,
"ISL","Islande","BBW-P100-SAT","Abonnements satellite pour 100 habitants","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,0.006,,
"ISL","Islande","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,0.236,,
"ISL","Islande","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,0.255,,
"ISL","Islande","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,0.236,,
"ISL","Islande","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,0.377,,
"ISL","Islande","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,0.295,,
"ISL","Islande","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,0.377,,
"ISL","Islande","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,0.159,,
"ISL","Islande","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,0.256,,
"ISL","Islande","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,0.159,,
"ISL","Islande","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,0.108,,
"ISL","Islande","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,0.128,,
"ISL","Islande","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,0.108,,
"ISL","Islande","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,90.84,,
"ISL","Islande","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,87.187,,
"ISL","Islande","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,90.84,,
"ISL","Islande","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,95.586,,
"ISL","Islande","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,95.113,,
"ISL","Islande","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,95.586,,
"ISL","Islande","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,98.728,,
"ISL","Islande","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,101.29,,
"ISL","Islande","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,98.728,,
"ISL","Islande","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,98.557,,
"ISL","Islande","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,103.786,,
"ISL","Islande","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,98.557,,
"ISL","Islande","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,14.696,,
"ISL","Islande","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,14.496,,
"ISL","Islande","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,14.696,,
"ISL","Islande","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,17.515,,
"ISL","Islande","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,16.568,,
"ISL","Islande","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,17.515,,
"ISL","Islande","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,17.213,,
"ISL","Islande","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,17.996,,
"ISL","Islande","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,17.213,,
"ISL","Islande","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,17.303,,
"ISL","Islande","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,17.84,,
"ISL","Islande","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,17.303,,
