"LOCATION","Pays","VAR","Variable","TIME","Temps","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Grèce","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,0.058,,
"GRC","Grèce","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,0.057,,
"GRC","Grèce","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,0.058,,
"GRC","Grèce","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,0.063,,
"GRC","Grèce","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,0.053,,
"GRC","Grèce","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,0.063,,
"GRC","Grèce","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,0.057,,
"GRC","Grèce","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,0.072,,
"GRC","Grèce","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,0.057,,
"GRC","Grèce","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,0.074,,
"GRC","Grèce","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,0.06,,
"GRC","Grèce","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,0.074,,
"HUN","Hongrie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,5.275,,
"HUN","Hongrie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,4.854,,
"HUN","Hongrie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,5.275,,
"HUN","Hongrie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,6.263,,
"HUN","Hongrie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,5.732,,
"HUN","Hongrie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,6.263,,
"HUN","Hongrie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,7.437,,
"HUN","Hongrie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,6.765,,
"HUN","Hongrie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,7.437,,
"HUN","Hongrie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,8.69,,
"HUN","Hongrie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,8.009,,
"HUN","Hongrie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,8.69,,
"ISL","Islande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,12.627,,
"ISL","Islande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,11.297,,
"ISL","Islande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,12.627,,
"ISL","Islande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,16.497,,
"ISL","Islande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,14.789,,
"ISL","Islande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,16.497,,
"ISL","Islande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,20.486,,
"ISL","Islande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,18.526,,
"ISL","Islande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,20.486,,
"ISL","Islande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,23.993,,
"ISL","Islande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,22.905,,
"ISL","Islande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,23.993,,
"IRL","Irlande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,0.161,,
"IRL","Irlande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,0.103,,
"IRL","Irlande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,0.161,,
"IRL","Irlande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,0.825,,
"IRL","Irlande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,0.403,,
"IRL","Irlande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,0.825,,
"IRL","Irlande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,1.865,,
"IRL","Irlande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,1.268,,
"IRL","Irlande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,1.865,,
"IRL","Irlande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,3.295,,
"IRL","Irlande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,2.606,,
"IRL","Irlande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,3.295,,
"ITA","Italie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,0.723,,
"ITA","Italie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,0.661,,
"ITA","Italie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,0.723,,
"ITA","Italie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,0.94,,
"ITA","Italie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,0.811,,
"ITA","Italie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,0.94,,
"ITA","Italie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,1.43,,
"ITA","Italie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,1.149,,
"ITA","Italie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,1.43,,
"ITA","Italie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,2.031,,
"ITA","Italie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,1.713,,
"ITA","Italie","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,2.031,,
"JPN","Japon","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,22.956,,
"JPN","Japon","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,22.387,,
"JPN","Japon","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,22.956,,
"JPN","Japon","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,23.949,,
"JPN","Japon","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,23.52,,
"JPN","Japon","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,23.949,,
"JPN","Japon","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,24.811,,
"JPN","Japon","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,24.309,,
"JPN","Japon","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,24.811,,
"JPN","Japon","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,25.959,,
"JPN","Japon","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,25.341,,
"JPN","Japon","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,25.959,,
"KOR","Corée","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,29.642,,
"KOR","Corée","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,28.719,,
"KOR","Corée","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,29.642,,
"KOR","Corée","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,31.543,,
"KOR","Corée","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,30.754,,
"KOR","Corée","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,31.543,,
"KOR","Corée","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,33.151,,
"KOR","Corée","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,32.243,,
"KOR","Corée","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,33.151,,
"KOR","Corée","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,34.994,,
"KOR","Corée","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,34.209,,
"KOR","Corée","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,34.994,,
"LUX","Luxembourg","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,6.951,,
"LUX","Luxembourg","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,6.533,,
"LUX","Luxembourg","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,6.951,,
"LUX","Luxembourg","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,9.916,,
"LUX","Luxembourg","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,8.081,,
"LUX","Luxembourg","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,9.916,,
"LUX","Luxembourg","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,12.845,,
"LUX","Luxembourg","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,11.608,,
"LUX","Luxembourg","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,12.845,,
"LUX","Luxembourg","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,15.623,,
"LUX","Luxembourg","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,15.769,,
"LUX","Luxembourg","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,15.623,,
"MEX","Mexique","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,2.08,,
"MEX","Mexique","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,1.669,,
"MEX","Mexique","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,2.08,,
"MEX","Mexique","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,2.537,,
"MEX","Mexique","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,2.326,,
"MEX","Mexique","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,2.537,,
"MEX","Mexique","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,2.986,,
"MEX","Mexique","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,2.815,,
"MEX","Mexique","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,2.986,,
"MEX","Mexique","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,3.774,,
"MEX","Mexique","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,3.306,,
"MEX","Mexique","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,3.774,,
"NLD","Pays-Bas","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,6.171,,
"NLD","Pays-Bas","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,5.85,,
"NLD","Pays-Bas","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,6.171,,
"NLD","Pays-Bas","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,6.777,,
"NLD","Pays-Bas","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,6.502,,
"NLD","Pays-Bas","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,6.777,,
"NLD","Pays-Bas","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,7.434,,
"NLD","Pays-Bas","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,7.145,,
"NLD","Pays-Bas","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,7.434,,
"NLD","Pays-Bas","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,7.994,,
"NLD","Pays-Bas","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,7.683,,
"NLD","Pays-Bas","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,7.994,,
"NZL","Nouvelle-Zélande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,7.023,,
"NZL","Nouvelle-Zélande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,5.271,,
"NZL","Nouvelle-Zélande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,7.023,,
"NZL","Nouvelle-Zélande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,10.624,,
"NZL","Nouvelle-Zélande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,8.835,,
"NZL","Nouvelle-Zélande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,10.624,,
"NZL","Nouvelle-Zélande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,14.73,,
"NZL","Nouvelle-Zélande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,12.689,,
"NZL","Nouvelle-Zélande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,14.73,,
"NZL","Nouvelle-Zélande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,18.734,,
"NZL","Nouvelle-Zélande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,16.879,,
"NZL","Nouvelle-Zélande","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,18.734,,
"NOR","Norvège","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,15.267,,
"NOR","Norvège","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,14.152,,
"NOR","Norvège","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,15.267,,
"NOR","Norvège","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,17.76,,
"NOR","Norvège","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,16.493,,
"NOR","Norvège","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,17.76,,
"NOR","Norvège","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,20.098,,
"NOR","Norvège","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,18.774,,
"NOR","Norvège","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,20.098,,
"NOR","Norvège","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,22.853,,
"NOR","Norvège","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,21.254,,
"NOR","Norvège","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,22.853,,
"POL","Pologne","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,1.498,,
"POL","Pologne","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,1.234,,
"POL","Pologne","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,1.498,,
"POL","Pologne","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,1.968,,
"POL","Pologne","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,1.706,,
"POL","Pologne","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,1.968,,
"POL","Pologne","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,4.139,,
"POL","Pologne","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,2.355,,
"POL","Pologne","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,4.139,,
"POL","Pologne","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,4.944,,
"POL","Pologne","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,3.939,,
"POL","Pologne","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,4.944,,
"PRT","Portugal","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,10.55,,
"PRT","Portugal","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,9.149,,
