"LOCATION","VAR","TIME","Unit Code","PowerCode Code","PowerCode","Value"
"IRL","BBW-P100-SAT","2019","100HAB",0,"Unités",0.072
"IRL","BBW-P100-SAT","2019-Q2","100HAB",0,"Unités",0.083
"IRL","BBW-P100-SAT","2019-Q4","100HAB",0,"Unités",0.072
"IRL","BBW-P100-FIXW","2016","100HAB",0,"Unités",0.979
"IRL","BBW-P100-FIXW","2016-Q2","100HAB",0,"Unités",0.889
"IRL","BBW-P100-FIXW","2016-Q4","100HAB",0,"Unités",0.979
"IRL","BBW-P100-FIXW","2017","100HAB",0,"Unités",0.988
"IRL","BBW-P100-FIXW","2017-Q2","100HAB",0,"Unités",0.98
"IRL","BBW-P100-FIXW","2017-Q4","100HAB",0,"Unités",0.988
"IRL","BBW-P100-FIXW","2018","100HAB",0,"Unités",0.978
"IRL","BBW-P100-FIXW","2018-Q2","100HAB",0,"Unités",1.038
"IRL","BBW-P100-FIXW","2018-Q4","100HAB",0,"Unités",0.978
"IRL","BBW-P100-FIXW","2019","100HAB",0,"Unités",1.049
"IRL","BBW-P100-FIXW","2019-Q2","100HAB",0,"Unités",0.968
"IRL","BBW-P100-FIXW","2019-Q4","100HAB",0,"Unités",1.049
"IRL","BBW-P100-STAN","2016","100HAB",0,"Unités",93.023
"IRL","BBW-P100-STAN","2016-Q2","100HAB",0,"Unités",90.307
"IRL","BBW-P100-STAN","2016-Q4","100HAB",0,"Unités",93.023
"IRL","BBW-P100-STAN","2017","100HAB",0,"Unités",95.004
"IRL","BBW-P100-STAN","2017-Q2","100HAB",0,"Unités",94.474
"IRL","BBW-P100-STAN","2017-Q4","100HAB",0,"Unités",95.004
"IRL","BBW-P100-STAN","2018","100HAB",0,"Unités",96.718
"IRL","BBW-P100-STAN","2018-Q2","100HAB",0,"Unités",95.699
"IRL","BBW-P100-STAN","2018-Q4","100HAB",0,"Unités",96.718
"IRL","BBW-P100-STAN","2019","100HAB",0,"Unités",98.592
"IRL","BBW-P100-STAN","2019-Q2","100HAB",0,"Unités",97.62
"IRL","BBW-P100-STAN","2019-Q4","100HAB",0,"Unités",98.592
"IRL","BBW-P100-DEDI","2016","100HAB",0,"Unités",7.306
"IRL","BBW-P100-DEDI","2016-Q2","100HAB",0,"Unités",7.455
"IRL","BBW-P100-DEDI","2016-Q4","100HAB",0,"Unités",7.306
"IRL","BBW-P100-DEDI","2017","100HAB",0,"Unités",6.102
"IRL","BBW-P100-DEDI","2017-Q2","100HAB",0,"Unités",6.48
"IRL","BBW-P100-DEDI","2017-Q4","100HAB",0,"Unités",6.102
"IRL","BBW-P100-DEDI","2018","100HAB",0,"Unités",6.139
"IRL","BBW-P100-DEDI","2018-Q2","100HAB",0,"Unités",6.184
"IRL","BBW-P100-DEDI","2018-Q4","100HAB",0,"Unités",6.139
"IRL","BBW-P100-DEDI","2019","100HAB",0,"Unités",6.139
"IRL","BBW-P100-DEDI","2019-Q2","100HAB",0,"Unités",6.251
"IRL","BBW-P100-DEDI","2019-Q4","100HAB",0,"Unités",6.139
"IRL","BBW-P100-TOT","2016","100HAB",0,"Unités",100.329
"IRL","BBW-P100-TOT","2016-Q2","100HAB",0,"Unités",97.762
"IRL","BBW-P100-TOT","2016-Q4","100HAB",0,"Unités",100.329
"IRL","BBW-P100-TOT","2017","100HAB",0,"Unités",101.106
"IRL","BBW-P100-TOT","2017-Q2","100HAB",0,"Unités",100.954
"IRL","BBW-P100-TOT","2017-Q4","100HAB",0,"Unités",101.106
"IRL","BBW-P100-TOT","2018","100HAB",0,"Unités",102.857
"IRL","BBW-P100-TOT","2018-Q2","100HAB",0,"Unités",101.883
"IRL","BBW-P100-TOT","2018-Q4","100HAB",0,"Unités",102.857
"IRL","BBW-P100-TOT","2019","100HAB",0,"Unités",104.731
"IRL","BBW-P100-TOT","2019-Q2","100HAB",0,"Unités",103.871
"IRL","BBW-P100-TOT","2019-Q4","100HAB",0,"Unités",104.731
"IRL","BBW-SUBS-SAT","2016","SUBS",0,"Unités",5291
"IRL","BBW-SUBS-SAT","2016-Q2","SUBS",0,"Unités",5352
"IRL","BBW-SUBS-SAT","2016-Q4","SUBS",0,"Unités",5291
"IRL","BBW-SUBS-SAT","2017","SUBS",0,"Unités",4985
"IRL","BBW-SUBS-SAT","2017-Q2","SUBS",0,"Unités",5093
"IRL","BBW-SUBS-SAT","2017-Q4","SUBS",0,"Unités",4985
"IRL","BBW-SUBS-SAT","2018","SUBS",0,"Unités",4522
"IRL","BBW-SUBS-SAT","2018-Q2","SUBS",0,"Unités",4762
"IRL","BBW-SUBS-SAT","2018-Q4","SUBS",0,"Unités",4522
"IRL","BBW-SUBS-SAT","2019","SUBS",0,"Unités",3540
"IRL","BBW-SUBS-SAT","2019-Q2","SUBS",0,"Unités",4034
"IRL","BBW-SUBS-SAT","2019-Q4","SUBS",0,"Unités",3540
"IRL","BBW-SUBS-FIXW","2016","SUBS",0,"Unités",46485
"IRL","BBW-SUBS-FIXW","2016-Q2","SUBS",0,"Unités",41745
"IRL","BBW-SUBS-FIXW","2016-Q4","SUBS",0,"Unités",46485
"IRL","BBW-SUBS-FIXW","2017","SUBS",0,"Unités",47443
"IRL","BBW-SUBS-FIXW","2017-Q2","SUBS",0,"Unités",46556
"IRL","BBW-SUBS-FIXW","2017-Q4","SUBS",0,"Unités",47443
"IRL","BBW-SUBS-FIXW","2018","SUBS",0,"Unités",47552
"IRL","BBW-SUBS-FIXW","2018-Q2","SUBS",0,"Unités",49851
"IRL","BBW-SUBS-FIXW","2018-Q4","SUBS",0,"Unités",47552
"IRL","BBW-SUBS-FIXW","2019","SUBS",0,"Unités",51668
"IRL","BBW-SUBS-FIXW","2019-Q2","SUBS",0,"Unités",47041
"IRL","BBW-SUBS-FIXW","2019-Q4","SUBS",0,"Unités",51668
"IRL","BBW-SUBS-STAN","2016","SUBS",0,"Unités",4417667
"IRL","BBW-SUBS-STAN","2016-Q2","SUBS",0,"Unités",4240632
"IRL","BBW-SUBS-STAN","2016-Q4","SUBS",0,"Unités",4417667
"IRL","BBW-SUBS-STAN","2017","SUBS",0,"Unités",4562365
"IRL","BBW-SUBS-STAN","2017-Q2","SUBS",0,"Unités",4486551
"IRL","BBW-SUBS-STAN","2017-Q4","SUBS",0,"Unités",4562365
"IRL","BBW-SUBS-STAN","2018","SUBS",0,"Unités",4701150
"IRL","BBW-SUBS-STAN","2018-Q2","SUBS",0,"Unités",4595765
"IRL","BBW-SUBS-STAN","2018-Q4","SUBS",0,"Unités",4701150
"IRL","BBW-SUBS-STAN","2019","SUBS",0,"Unités",4857814
"IRL","BBW-SUBS-STAN","2019-Q2","SUBS",0,"Unités",4745020
"IRL","BBW-SUBS-STAN","2019-Q4","SUBS",0,"Unités",4857814
"IRL","BBW-SUBS-DEDI","2016","SUBS",0,"Unités",346943
"IRL","BBW-SUBS-DEDI","2016-Q2","SUBS",0,"Unités",350077
"IRL","BBW-SUBS-DEDI","2016-Q4","SUBS",0,"Unités",346943
"IRL","BBW-SUBS-DEDI","2017","SUBS",0,"Unités",293042
"IRL","BBW-SUBS-DEDI","2017-Q2","SUBS",0,"Unités",307732
"IRL","BBW-SUBS-DEDI","2017-Q4","SUBS",0,"Unités",293042
"IRL","BBW-SUBS-DEDI","2018","SUBS",0,"Unités",298419
"IRL","BBW-SUBS-DEDI","2018-Q2","SUBS",0,"Unités",296984
"IRL","BBW-SUBS-DEDI","2018-Q4","SUBS",0,"Unités",298419
"IRL","BBW-SUBS-DEDI","2019","SUBS",0,"Unités",302495
"IRL","BBW-SUBS-DEDI","2019-Q2","SUBS",0,"Unités",303836
"IRL","BBW-SUBS-DEDI","2019-Q4","SUBS",0,"Unités",302495
"IRL","BBW-SUBS-TOT","2016","SUBS",0,"Unités",4764610
"IRL","BBW-SUBS-TOT","2016-Q2","SUBS",0,"Unités",4590709
"IRL","BBW-SUBS-TOT","2016-Q4","SUBS",0,"Unités",4764610
"IRL","BBW-SUBS-TOT","2017","SUBS",0,"Unités",4855407
"IRL","BBW-SUBS-TOT","2017-Q2","SUBS",0,"Unités",4794283
"IRL","BBW-SUBS-TOT","2017-Q4","SUBS",0,"Unités",4855407
"IRL","BBW-SUBS-TOT","2018","SUBS",0,"Unités",4999569
"IRL","BBW-SUBS-TOT","2018-Q2","SUBS",0,"Unités",4892749
"IRL","BBW-SUBS-TOT","2018-Q4","SUBS",0,"Unités",4999569
"IRL","BBW-SUBS-TOT","2019","SUBS",0,"Unités",5160309
"IRL","BBW-SUBS-TOT","2019-Q2","SUBS",0,"Unités",5048856
"IRL","BBW-SUBS-TOT","2019-Q4","SUBS",0,"Unités",5160309
"ITA","BBW-P100-SAT","2016","100HAB",0,"Unités",0.001
"ITA","BBW-P100-SAT","2016-Q2","100HAB",0,"Unités",0.002
"ITA","BBW-P100-SAT","2016-Q4","100HAB",0,"Unités",0.001
"ITA","BBW-P100-SAT","2017","100HAB",0,"Unités",0.001
"ITA","BBW-P100-SAT","2017-Q2","100HAB",0,"Unités",0.001
"ITA","BBW-P100-SAT","2017-Q4","100HAB",0,"Unités",0.001
"ITA","BBW-P100-SAT","2018-Q2","100HAB",0,"Unités",0.001
"ITA","BBW-P100-FIXW","2016","100HAB",0,"Unités",1.407
"ITA","BBW-P100-FIXW","2016-Q2","100HAB",0,"Unités",1.319
"ITA","BBW-P100-FIXW","2016-Q4","100HAB",0,"Unités",1.407
"ITA","BBW-P100-FIXW","2017","100HAB",0,"Unités",1.739
"ITA","BBW-P100-FIXW","2017-Q2","100HAB",0,"Unités",1.558
"ITA","BBW-P100-FIXW","2017-Q4","100HAB",0,"Unités",1.739
"ITA","BBW-P100-FIXW","2018","100HAB",0,"Unités",2.039
"ITA","BBW-P100-FIXW","2018-Q2","100HAB",0,"Unités",1.886
"ITA","BBW-P100-FIXW","2018-Q4","100HAB",0,"Unités",2.039
"ITA","BBW-P100-FIXW","2019","100HAB",0,"Unités",2.191
"ITA","BBW-P100-FIXW","2019-Q2","100HAB",0,"Unités",2.097
"ITA","BBW-P100-FIXW","2019-Q4","100HAB",0,"Unités",2.191
"ITA","BBW-P100-STAN","2016","100HAB",0,"Unités",71.249
"ITA","BBW-P100-STAN","2016-Q2","100HAB",0,"Unités",69.183
"ITA","BBW-P100-STAN","2016-Q4","100HAB",0,"Unités",71.249
"ITA","BBW-P100-STAN","2017","100HAB",0,"Unités",75.174
"ITA","BBW-P100-STAN","2017-Q2","100HAB",0,"Unités",73.994
"ITA","BBW-P100-STAN","2017-Q4","100HAB",0,"Unités",75.174
"ITA","BBW-P100-STAN","2018","100HAB",0,"Unités",76.053
"ITA","BBW-P100-STAN","2018-Q2","100HAB",0,"Unités",76.446
"ITA","BBW-P100-STAN","2018-Q4","100HAB",0,"Unités",76.053
"ITA","BBW-P100-STAN","2019","100HAB",0,"Unités",78.601
"ITA","BBW-P100-STAN","2019-Q2","100HAB",0,"Unités",75
"ITA","BBW-P100-STAN","2019-Q4","100HAB",0,"Unités",78.601
"ITA","BBW-P100-DEDI","2016","100HAB",0,"Unités",12.246
"ITA","BBW-P100-DEDI","2016-Q2","100HAB",0,"Unités",11.764
"ITA","BBW-P100-DEDI","2016-Q4","100HAB",0,"Unités",12.246
"ITA","BBW-P100-DEDI","2017","100HAB",0,"Unités",11.069
"ITA","BBW-P100-DEDI","2017-Q2","100HAB",0,"Unités",11.83
"ITA","BBW-P100-DEDI","2017-Q4","100HAB",0,"Unités",11.069
"ITA","BBW-P100-DEDI","2018","100HAB",0,"Unités",14.084
"ITA","BBW-P100-DEDI","2018-Q2","100HAB",0,"Unités",12.496
"ITA","BBW-P100-DEDI","2018-Q4","100HAB",0,"Unités",14.084
"ITA","BBW-P100-DEDI","2019","100HAB",0,"Unités",13.978
"ITA","BBW-P100-DEDI","2019-Q2","100HAB",0,"Unités",13.5
"ITA","BBW-P100-DEDI","2019-Q4","100HAB",0,"Unités",13.978
"ITA","BBW-P100-TOT","2016","100HAB",0,"Unités",83.494
"ITA","BBW-P100-TOT","2016-Q2","100HAB",0,"Unités",80.947
"ITA","BBW-P100-TOT","2016-Q4","100HAB",0,"Unités",83.494
"ITA","BBW-P100-TOT","2017","100HAB",0,"Unités",86.243
"ITA","BBW-P100-TOT","2017-Q2","100HAB",0,"Unités",85.824
"ITA","BBW-P100-TOT","2017-Q4","100HAB",0,"Unités",86.243
"ITA","BBW-P100-TOT","2018","100HAB",0,"Unités",90.137
"ITA","BBW-P100-TOT","2018-Q2","100HAB",0,"Unités",88.942
"ITA","BBW-P100-TOT","2018-Q4","100HAB",0,"Unités",90.137
"ITA","BBW-P100-TOT","2019","100HAB",0,"Unités",92.579
"ITA","BBW-P100-TOT","2019-Q2","100HAB",0,"Unités",88.5
"ITA","BBW-P100-TOT","2019-Q4","100HAB",0,"Unités",92.579
"ITA","BBW-SUBS-SAT","2016","SUBS",0,"Unités",875
"ITA","BBW-SUBS-SAT","2016-Q2","SUBS",0,"Unités",1237
"ITA","BBW-SUBS-SAT","2016-Q4","SUBS",0,"Unités",875
"ITA","BBW-SUBS-SAT","2017","SUBS",0,"Unités",867
"ITA","BBW-SUBS-SAT","2017-Q2","SUBS",0,"Unités",868
"ITA","BBW-SUBS-SAT","2017-Q4","SUBS",0,"Unités",867
"ITA","BBW-SUBS-SAT","2018","SUBS",0,"Unités",10
"ITA","BBW-SUBS-SAT","2018-Q2","SUBS",0,"Unités",866
"ITA","BBW-SUBS-SAT","2018-Q4","SUBS",0,"Unités",10
"ITA","BBW-SUBS-SAT","2019","SUBS",0,"Unités",10
"ITA","BBW-SUBS-SAT","2019-Q2","SUBS",0,"Unités",10
"ITA","BBW-SUBS-SAT","2019-Q4","SUBS",0,"Unités",10
"ITA","BBW-SUBS-FIXW","2016","SUBS",0,"Unités",852841
"ITA","BBW-SUBS-FIXW","2016-Q2","SUBS",0,"Unités",800787
"ITA","BBW-SUBS-FIXW","2016-Q4","SUBS",0,"Unités",852841
"ITA","BBW-SUBS-FIXW","2017","SUBS",0,"Unités",1052975
"ITA","BBW-SUBS-FIXW","2017-Q2","SUBS",0,"Unités",944581
"ITA","BBW-SUBS-FIXW","2017-Q4","SUBS",0,"Unités",1052975
"ITA","BBW-SUBS-FIXW","2018","SUBS",0,"Unités",1232715
"ITA","BBW-SUBS-FIXW","2018-Q2","SUBS",0,"Unités",1141897
"ITA","BBW-SUBS-FIXW","2018-Q4","SUBS",0,"Unités",1232715
"ITA","BBW-SUBS-FIXW","2019","SUBS",0,"Unités",1323103
"ITA","BBW-SUBS-FIXW","2019-Q2","SUBS",0,"Unités",1267962
"ITA","BBW-SUBS-FIXW","2019-Q4","SUBS",0,"Unités",1323103
"ITA","BBW-SUBS-STAN","2016","SUBS",0,"Unités",43196305
"ITA","BBW-SUBS-STAN","2016-Q2","SUBS",0,"Unités",42015370
"ITA","BBW-SUBS-STAN","2016-Q4","SUBS",0,"Unités",43196305
"ITA","BBW-SUBS-STAN","2017","SUBS",0,"Unités",45507575
"ITA","BBW-SUBS-STAN","2017-Q2","SUBS",0,"Unités",44860680
"ITA","BBW-SUBS-STAN","2017-Q4","SUBS",0,"Unités",45507575
"ITA","BBW-SUBS-STAN","2018","SUBS",0,"Unités",45980916
"ITA","BBW-SUBS-STAN","2018-Q2","SUBS",0,"Unités",46278146
"ITA","BBW-SUBS-STAN","2018-Q4","SUBS",0,"Unités",45980916
"ITA","BBW-SUBS-STAN","2019","SUBS",0,"Unités",47455438
"ITA","BBW-SUBS-STAN","2019-Q2","SUBS",0,"Unités",45343824
"ITA","BBW-SUBS-STAN","2019-Q4","SUBS",0,"Unités",47455438
"ITA","BBW-SUBS-DEDI","2016","SUBS",0,"Unités",7424170
"ITA","BBW-SUBS-DEDI","2016-Q2","SUBS",0,"Unités",7144528
"ITA","BBW-SUBS-DEDI","2016-Q4","SUBS",0,"Unités",7424170
"ITA","BBW-SUBS-DEDI","2017","SUBS",0,"Unités",6700886
"ITA","BBW-SUBS-DEDI","2017-Q2","SUBS",0,"Unités",7172431
"ITA","BBW-SUBS-DEDI","2017-Q4","SUBS",0,"Unités",6700886
"ITA","BBW-SUBS-DEDI","2018","SUBS",0,"Unités",8514717
"ITA","BBW-SUBS-DEDI","2018-Q2","SUBS",0,"Unités",7564423
"ITA","BBW-SUBS-DEDI","2018-Q4","SUBS",0,"Unités",8514717
"ITA","BBW-SUBS-DEDI","2019","SUBS",0,"Unités",8439196
"ITA","BBW-SUBS-DEDI","2019-Q2","SUBS",0,"Unités",8162191
"ITA","BBW-SUBS-DEDI","2019-Q4","SUBS",0,"Unités",8439196
"ITA","BBW-SUBS-TOT","2016","SUBS",0,"Unités",50620475
"ITA","BBW-SUBS-TOT","2016-Q2","SUBS",0,"Unités",49159898
"ITA","BBW-SUBS-TOT","2016-Q4","SUBS",0,"Unités",50620475
"ITA","BBW-SUBS-TOT","2017","SUBS",0,"Unités",52208461
"ITA","BBW-SUBS-TOT","2017-Q2","SUBS",0,"Unités",52033111
"ITA","BBW-SUBS-TOT","2017-Q4","SUBS",0,"Unités",52208461
"ITA","BBW-SUBS-TOT","2018","SUBS",0,"Unités",54495633
"ITA","BBW-SUBS-TOT","2018-Q2","SUBS",0,"Unités",53842569
"ITA","BBW-SUBS-TOT","2018-Q4","SUBS",0,"Unités",54495633
"ITA","BBW-SUBS-TOT","2019","SUBS",0,"Unités",55894634
"ITA","BBW-SUBS-TOT","2019-Q2","SUBS",0,"Unités",53506015
"ITA","BBW-SUBS-TOT","2019-Q4","SUBS",0,"Unités",55894634
"JPN","BBW-P100-FIXW","2016","100HAB",0,"Unités",0.005
"JPN","BBW-P100-FIXW","2016-Q2","100HAB",0,"Unités",0.005
"JPN","BBW-P100-FIXW","2016-Q4","100HAB",0,"Unités",0.005
"JPN","BBW-P100-FIXW","2017","100HAB",0,"Unités",0.004
"JPN","BBW-P100-FIXW","2017-Q2","100HAB",0,"Unités",0.005
"JPN","BBW-P100-FIXW","2017-Q4","100HAB",0,"Unités",0.004
"JPN","BBW-P100-FIXW","2018","100HAB",0,"Unités",0.004
"JPN","BBW-P100-FIXW","2018-Q2","100HAB",0,"Unités",0.004
"JPN","BBW-P100-FIXW","2018-Q4","100HAB",0,"Unités",0.004
"JPN","BBW-P100-FIXW","2019","100HAB",0,"Unités",0.003
"JPN","BBW-P100-FIXW","2019-Q2","100HAB",0,"Unités",0.004
"JPN","BBW-P100-FIXW","2019-Q4","100HAB",0,"Unités",0.003
"JPN","BBW-P100-STAN","2016","100HAB",0,"Unités",95.209
"JPN","BBW-P100-STAN","2016-Q2","100HAB",0,"Unités",95.422
"JPN","BBW-P100-STAN","2016-Q4","100HAB",0,"Unités",95.209
"JPN","BBW-P100-STAN","2017","100HAB",0,"Unités",95.746
"JPN","BBW-P100-STAN","2017-Q2","100HAB",0,"Unités",95.499
"JPN","BBW-P100-STAN","2017-Q4","100HAB",0,"Unités",95.746
"JPN","BBW-P100-STAN","2018","100HAB",0,"Unités",97.095
"JPN","BBW-P100-STAN","2018-Q2","100HAB",0,"Unités",96.589
"JPN","BBW-P100-STAN","2018-Q4","100HAB",0,"Unités",97.095
"JPN","BBW-P100-STAN","2019","100HAB",0,"Unités",98.22
"JPN","BBW-P100-STAN","2019-Q2","100HAB",0,"Unités",97.886
"JPN","BBW-P100-STAN","2019-Q4","100HAB",0,"Unités",98.22
"JPN","BBW-P100-TOT","2016","100HAB",0,"Unités",151.978
"JPN","BBW-P100-TOT","2016-Q2","100HAB",0,"Unités",145.954
"JPN","BBW-P100-TOT","2016-Q4","100HAB",0,"Unités",151.978
"JPN","BBW-P100-TOT","2017","100HAB",0,"Unités",163.102
"JPN","BBW-P100-TOT","2017-Q2","100HAB",0,"Unités",157.645
"JPN","BBW-P100-TOT","2017-Q4","100HAB",0,"Unités",163.102
"JPN","BBW-P100-TOT","2018","100HAB",0,"Unités",172.282
"JPN","BBW-P100-TOT","2018-Q2","100HAB",0,"Unités",168.192
"JPN","BBW-P100-TOT","2018-Q4","100HAB",0,"Unités",172.282
"JPN","BBW-P100-TOT","2019","100HAB",0,"Unités",178.899
"JPN","BBW-P100-TOT","2019-Q2","100HAB",0,"Unités",176.619
"JPN","BBW-P100-TOT","2019-Q4","100HAB",0,"Unités",178.899
"JPN","BBW-SUBS-FIXW","2016","SUBS",0,"Unités",6030
"JPN","BBW-SUBS-FIXW","2016-Q2","SUBS",0,"Unités",6194
"JPN","BBW-SUBS-FIXW","2016-Q4","SUBS",0,"Unités",6030
"JPN","BBW-SUBS-FIXW","2017","SUBS",0,"Unités",5136
"JPN","BBW-SUBS-FIXW","2017-Q2","SUBS",0,"Unités",5735
"JPN","BBW-SUBS-FIXW","2017-Q4","SUBS",0,"Unités",5136
"JPN","BBW-SUBS-FIXW","2018","SUBS",0,"Unités",4638
"JPN","BBW-SUBS-FIXW","2018-Q2","SUBS",0,"Unités",4823
"JPN","BBW-SUBS-FIXW","2018-Q4","SUBS",0,"Unités",4638
"JPN","BBW-SUBS-FIXW","2019","SUBS",0,"Unités",4400
"JPN","BBW-SUBS-FIXW","2019-Q2","SUBS",0,"Unités",4567
"JPN","BBW-SUBS-FIXW","2019-Q4","SUBS",0,"Unités",4400
"JPN","BBW-SUBS-STAN","2016","SUBS",0,"Unités",120852175
"JPN","BBW-SUBS-STAN","2016-Q2","SUBS",0,"Unités",121291367
"JPN","BBW-SUBS-STAN","2016-Q4","SUBS",0,"Unités",120852175
"JPN","BBW-SUBS-STAN","2017","SUBS",0,"Unités",121315437
"JPN","BBW-SUBS-STAN","2017-Q2","SUBS",0,"Unités",121219964
"JPN","BBW-SUBS-STAN","2017-Q4","SUBS",0,"Unités",121315437
"JPN","BBW-SUBS-STAN","2018","SUBS",0,"Unités",122770030
"JPN","BBW-SUBS-STAN","2018-Q2","SUBS",0,"Unités",122383594
"JPN","BBW-SUBS-STAN","2018-Q4","SUBS",0,"Unités",122770030
"JPN","BBW-SUBS-STAN","2019","SUBS",0,"Unités",123894387
"JPN","BBW-SUBS-STAN","2019-Q2","SUBS",0,"Unités",123769563
"JPN","BBW-SUBS-STAN","2019-Q4","SUBS",0,"Unités",123894387
"JPN","BBW-SUBS-TOT","2016","SUBS",0,"Unités",192909784
"JPN","BBW-SUBS-TOT","2016-Q2","SUBS",0,"Unités",185522035
"JPN","BBW-SUBS-TOT","2016-Q4","SUBS",0,"Unités",192909784
"JPN","BBW-SUBS-TOT","2017","SUBS",0,"Unités",206659658
"JPN","BBW-SUBS-TOT","2017-Q2","SUBS",0,"Unités",200103784
"JPN","BBW-SUBS-TOT","2017-Q4","SUBS",0,"Unités",206659658
"JPN","BBW-SUBS-TOT","2018","SUBS",0,"Unités",217838561
"JPN","BBW-SUBS-TOT","2018-Q2","SUBS",0,"Unités",213109162
"JPN","BBW-SUBS-TOT","2018-Q4","SUBS",0,"Unités",217838561
"JPN","BBW-SUBS-TOT","2019","SUBS",0,"Unités",225663165
"JPN","BBW-SUBS-TOT","2019-Q2","SUBS",0,"Unités",223321956
"JPN","BBW-SUBS-TOT","2019-Q4","SUBS",0,"Unités",225663165
"KOR","BBW-P100-STAN","2016","100HAB",0,"Unités",92.041
"KOR","BBW-P100-STAN","2016-Q2","100HAB",0,"Unités",90.168
"KOR","BBW-P100-STAN","2016-Q4","100HAB",0,"Unités",92.041
"KOR","BBW-P100-STAN","2017","100HAB",0,"Unités",97.522
"KOR","BBW-P100-STAN","2017-Q2","100HAB",0,"Unités",95.466
"KOR","BBW-P100-STAN","2017-Q4","100HAB",0,"Unités",97.522
"KOR","BBW-P100-STAN","2018","100HAB",0,"Unités",100.68
"KOR","BBW-P100-STAN","2018-Q2","100HAB",0,"Unités",100.575
"KOR","BBW-P100-STAN","2018-Q4","100HAB",0,"Unités",100.68
"KOR","BBW-P100-STAN","2019","100HAB",0,"Unités",103.363
"KOR","BBW-P100-STAN","2019-Q2","100HAB",0,"Unités",102.125
"KOR","BBW-P100-STAN","2019-Q4","100HAB",0,"Unités",103.363
"KOR","BBW-P100-DEDI","2016","100HAB",0,"Unités",16.736
"KOR","BBW-P100-DEDI","2016-Q2","100HAB",0,"Unités",18.007
"KOR","BBW-P100-DEDI","2016-Q4","100HAB",0,"Unités",16.736
"KOR","BBW-P100-DEDI","2017","100HAB",0,"Unités",14.41
"KOR","BBW-P100-DEDI","2017-Q2","100HAB",0,"Unités",15.683
"KOR","BBW-P100-DEDI","2017-Q4","100HAB",0,"Unités",14.41
"KOR","BBW-P100-DEDI","2018","100HAB",0,"Unités",11.978
"KOR","BBW-P100-DEDI","2018-Q2","100HAB",0,"Unités",12.981
"KOR","BBW-P100-DEDI","2018-Q4","100HAB",0,"Unités",11.978
"KOR","BBW-P100-DEDI","2019","100HAB",0,"Unités",10.189
"KOR","BBW-P100-DEDI","2019-Q2","100HAB",0,"Unités",11.382
"KOR","BBW-P100-DEDI","2019-Q4","100HAB",0,"Unités",10.189
"KOR","BBW-P100-TOT","2016","100HAB",0,"Unités",108.777
"KOR","BBW-P100-TOT","2016-Q2","100HAB",0,"Unités",108.174
"KOR","BBW-P100-TOT","2016-Q4","100HAB",0,"Unités",108.777
"KOR","BBW-P100-TOT","2017","100HAB",0,"Unités",111.932
"KOR","BBW-P100-TOT","2017-Q2","100HAB",0,"Unités",111.149
"KOR","BBW-P100-TOT","2017-Q4","100HAB",0,"Unités",111.932
"KOR","BBW-P100-TOT","2018","100HAB",0,"Unités",112.659
"KOR","BBW-P100-TOT","2018-Q2","100HAB",0,"Unités",113.556
"KOR","BBW-P100-TOT","2018-Q4","100HAB",0,"Unités",112.659
"KOR","BBW-P100-TOT","2019","100HAB",0,"Unités",113.552
"KOR","BBW-P100-TOT","2019-Q2","100HAB",0,"Unités",113.508
"KOR","BBW-P100-TOT","2019-Q4","100HAB",0,"Unités",113.552
"KOR","BBW-SUBS-SAT","2016","SUBS",0,"Unités",138
"KOR","BBW-SUBS-SAT","2016-Q2","SUBS",0,"Unités",264
"KOR","BBW-SUBS-SAT","2016-Q4","SUBS",0,"Unités",138
"KOR","BBW-SUBS-SAT","2017-Q2","SUBS",0,"Unités",88
"KOR","BBW-SUBS-STAN","2016","SUBS",0,"Unités",47141714
"KOR","BBW-SUBS-STAN","2016-Q2","SUBS",0,"Unités",45999004
"KOR","BBW-SUBS-STAN","2016-Q4","SUBS",0,"Unités",47141714
"KOR","BBW-SUBS-STAN","2017","SUBS",0,"Unités",50089050
"KOR","BBW-SUBS-STAN","2017-Q2","SUBS",0,"Unités",48895739
"KOR","BBW-SUBS-STAN","2017-Q4","SUBS",0,"Unités",50089050
"KOR","BBW-SUBS-STAN","2018","SUBS",0,"Unités",51958107
"KOR","BBW-SUBS-STAN","2018-Q2","SUBS",0,"Unités",51657458
"KOR","BBW-SUBS-STAN","2018-Q4","SUBS",0,"Unités",51958107
"KOR","BBW-SUBS-STAN","2019","SUBS",0,"Unités",53577282
"KOR","BBW-SUBS-STAN","2019-Q2","SUBS",0,"Unités",52703899
"KOR","BBW-SUBS-STAN","2019-Q4","SUBS",0,"Unités",53577282
"KOR","BBW-SUBS-DEDI","2016","SUBS",0,"Unités",8571648
"KOR","BBW-SUBS-DEDI","2016-Q2","SUBS",0,"Unités",9186131
"KOR","BBW-SUBS-DEDI","2016-Q4","SUBS",0,"Unités",8571648
"KOR","BBW-SUBS-DEDI","2017","SUBS",0,"Unités",7401438
"KOR","BBW-SUBS-DEDI","2017-Q2","SUBS",0,"Unités",8032300
"KOR","BBW-SUBS-DEDI","2017-Q4","SUBS",0,"Unités",7401438
"KOR","BBW-SUBS-DEDI","2018","SUBS",0,"Unités",6181577
"KOR","BBW-SUBS-DEDI","2018-Q2","SUBS",0,"Unités",6667340
"KOR","BBW-SUBS-DEDI","2018-Q4","SUBS",0,"Unités",6181577
