"LOCATION","VAR","TIME","Unit Code","PowerCode Code","PowerCode","Value"
"FIN","BB-P100-OTH","2018","100HAB",0,"Unités",0.127
"FIN","BB-P100-OTH","2018-Q2","100HAB",0,"Unités",0.127
"FIN","BB-P100-OTH","2018-Q4","100HAB",0,"Unités",0.127
"FIN","BB-P100-OTH","2019","100HAB",0,"Unités",0.199
"FIN","BB-P100-OTH","2019-Q2","100HAB",0,"Unités",0.145
"FIN","BB-P100-OTH","2019-Q4","100HAB",0,"Unités",0.199
"DEU","BB-P100-OTH","2016","100HAB",0,"Unités",0.047
"DEU","BB-P100-OTH","2016-Q2","100HAB",0,"Unités",0.048
"DEU","BB-P100-OTH","2016-Q4","100HAB",0,"Unités",0.047
"DEU","BB-P100-OTH","2017","100HAB",0,"Unités",0.047
"DEU","BB-P100-OTH","2017-Q2","100HAB",0,"Unités",0.047
"DEU","BB-P100-OTH","2017-Q4","100HAB",0,"Unités",0.047
"DEU","BB-P100-OTH","2018","100HAB",0,"Unités",0.054
"DEU","BB-P100-OTH","2018-Q2","100HAB",0,"Unités",0.047
"DEU","BB-P100-OTH","2018-Q4","100HAB",0,"Unités",0.054
"DEU","BB-P100-OTH","2019","100HAB",0,"Unités",0.054
"DEU","BB-P100-OTH","2019-Q2","100HAB",0,"Unités",0.054
"DEU","BB-P100-OTH","2019-Q4","100HAB",0,"Unités",0.054
"ITA","BB-P100-OTH","2016","100HAB",0,"Unités",3.413
"ITA","BB-P100-OTH","2016-Q2","100HAB",0,"Unités",2.537
"ITA","BB-P100-OTH","2016-Q4","100HAB",0,"Unités",3.413
"ITA","BB-P100-OTH","2017","100HAB",0,"Unités",6.725
"ITA","BB-P100-OTH","2017-Q2","100HAB",0,"Unités",4.916
"ITA","BB-P100-OTH","2017-Q4","100HAB",0,"Unités",6.725
"ITA","BB-P100-OTH","2018","100HAB",0,"Unités",10.587
"ITA","BB-P100-OTH","2018-Q2","100HAB",0,"Unités",8.772
"ITA","BB-P100-OTH","2018-Q4","100HAB",0,"Unités",10.587
"ITA","BB-P100-OTH","2019","100HAB",0,"Unités",12.809
"ITA","BB-P100-OTH","2019-Q2","100HAB",0,"Unités",12.008
"ITA","BB-P100-OTH","2019-Q4","100HAB",0,"Unités",12.809
"LUX","BB-P100-OTH","2016","100HAB",0,"Unités",0.171
"LUX","BB-P100-OTH","2016-Q4","100HAB",0,"Unités",0.171
"LUX","BB-P100-OTH","2017","100HAB",0,"Unités",0.286
"LUX","BB-P100-OTH","2017-Q2","100HAB",0,"Unités",0.269
"LUX","BB-P100-OTH","2017-Q4","100HAB",0,"Unités",0.286
"LUX","BB-P100-OTH","2018","100HAB",0,"Unités",0.164
"LUX","BB-P100-OTH","2018-Q2","100HAB",0,"Unités",0.251
"LUX","BB-P100-OTH","2018-Q4","100HAB",0,"Unités",0.164
"LUX","BB-P100-OTH","2019","100HAB",0,"Unités",0.177
"LUX","BB-P100-OTH","2019-Q2","100HAB",0,"Unités",0.164
"LUX","BB-P100-OTH","2019-Q4","100HAB",0,"Unités",0.177
"MEX","BB-P100-OTH","2016","100HAB",0,"Unités",0.004
"MEX","BB-P100-OTH","2016-Q2","100HAB",0,"Unités",0.004
"MEX","BB-P100-OTH","2016-Q4","100HAB",0,"Unités",0.004
"MEX","BB-P100-OTH","2017","100HAB",0,"Unités",0.153
"MEX","BB-P100-OTH","2017-Q2","100HAB",0,"Unités",0.139
"MEX","BB-P100-OTH","2017-Q4","100HAB",0,"Unités",0.153
"MEX","BB-P100-OTH","2018","100HAB",0,"Unités",0.302
"MEX","BB-P100-OTH","2018-Q2","100HAB",0,"Unités",0.171
"MEX","BB-P100-OTH","2018-Q4","100HAB",0,"Unités",0.302
"MEX","BB-P100-OTH","2019","100HAB",0,"Unités",0.176
"MEX","BB-P100-OTH","2019-Q2","100HAB",0,"Unités",0.322
"MEX","BB-P100-OTH","2019-Q4","100HAB",0,"Unités",0.176
"NOR","BB-P100-OTH","2016","100HAB",0,"Unités",0.02
"NOR","BB-P100-OTH","2016-Q2","100HAB",0,"Unités",0.016
"NOR","BB-P100-OTH","2016-Q4","100HAB",0,"Unités",0.02
"NOR","BB-P100-OTH","2017","100HAB",0,"Unités",0.024
"NOR","BB-P100-OTH","2017-Q2","100HAB",0,"Unités",0.031
"NOR","BB-P100-OTH","2017-Q4","100HAB",0,"Unités",0.024
"NOR","BB-P100-OTH","2018","100HAB",0,"Unités",0.027
"NOR","BB-P100-OTH","2018-Q2","100HAB",0,"Unités",0.027
"NOR","BB-P100-OTH","2018-Q4","100HAB",0,"Unités",0.027
"NOR","BB-P100-OTH","2019","100HAB",0,"Unités",0.029
"NOR","BB-P100-OTH","2019-Q2","100HAB",0,"Unités",0.028
"NOR","BB-P100-OTH","2019-Q4","100HAB",0,"Unités",0.029
"POL","BB-P100-OTH","2016","100HAB",0,"Unités",1.228
"POL","BB-P100-OTH","2016-Q2","100HAB",0,"Unités",1.573
"POL","BB-P100-OTH","2016-Q4","100HAB",0,"Unités",1.228
"POL","BB-P100-OTH","2017","100HAB",0,"Unités",1.242
"POL","BB-P100-OTH","2017-Q2","100HAB",0,"Unités",1.613
"POL","BB-P100-OTH","2017-Q4","100HAB",0,"Unités",1.242
"POL","BB-P100-OTH","2018","100HAB",0,"Unités",1.113
"POL","BB-P100-OTH","2018-Q2","100HAB",0,"Unités",1.344
"POL","BB-P100-OTH","2018-Q4","100HAB",0,"Unités",1.113
"POL","BB-P100-OTH","2019","100HAB",0,"Unités",1.166
"POL","BB-P100-OTH","2019-Q2","100HAB",0,"Unités",1.16
"POL","BB-P100-OTH","2019-Q4","100HAB",0,"Unités",1.166
"PRT","BB-P100-OTH","2016","100HAB",0,"Unités",0.03
"PRT","BB-P100-OTH","2016-Q2","100HAB",0,"Unités",0.024
"PRT","BB-P100-OTH","2016-Q4","100HAB",0,"Unités",0.03
"PRT","BB-P100-OTH","2017","100HAB",0,"Unités",0.03
"PRT","BB-P100-OTH","2017-Q2","100HAB",0,"Unités",0.027
"PRT","BB-P100-OTH","2017-Q4","100HAB",0,"Unités",0.03
"PRT","BB-P100-OTH","2018","100HAB",0,"Unités",0.035
"PRT","BB-P100-OTH","2018-Q2","100HAB",0,"Unités",0.033
"PRT","BB-P100-OTH","2018-Q4","100HAB",0,"Unités",0.035
"PRT","BB-P100-OTH","2019","100HAB",0,"Unités",0.042
"PRT","BB-P100-OTH","2019-Q2","100HAB",0,"Unités",0.04
"PRT","BB-P100-OTH","2019-Q4","100HAB",0,"Unités",0.042
"SVK","BB-P100-OTH","2016","100HAB",0,"Unités",0.097
"SVK","BB-P100-OTH","2016-Q2","100HAB",0,"Unités",0.027
"SVK","BB-P100-OTH","2016-Q4","100HAB",0,"Unités",0.097
"SVK","BB-P100-OTH","2017","100HAB",0,"Unités",0.349
"SVK","BB-P100-OTH","2017-Q2","100HAB",0,"Unités",0.213
"SVK","BB-P100-OTH","2017-Q4","100HAB",0,"Unités",0.349
"SVK","BB-P100-OTH","2018","100HAB",0,"Unités",1.355
"SVK","BB-P100-OTH","2018-Q2","100HAB",0,"Unités",1.143
"SVK","BB-P100-OTH","2018-Q4","100HAB",0,"Unités",1.355
"SVK","BB-P100-OTH","2019","100HAB",0,"Unités",2.207
"SVK","BB-P100-OTH","2019-Q2","100HAB",0,"Unités",0.997
"SVK","BB-P100-OTH","2019-Q4","100HAB",0,"Unités",2.207
"ESP","BB-P100-OTH","2016","100HAB",0,"Unités",0.003
"ESP","BB-P100-OTH","2016-Q2","100HAB",0,"Unités",0.001
"ESP","BB-P100-OTH","2016-Q4","100HAB",0,"Unités",0.003
"ESP","BB-P100-OTH","2017","100HAB",0,"Unités",0.003
"ESP","BB-P100-OTH","2017-Q2","100HAB",0,"Unités",0.003
"ESP","BB-P100-OTH","2017-Q4","100HAB",0,"Unités",0.003
"ESP","BB-P100-OTH","2018","100HAB",0,"Unités",0.004
"ESP","BB-P100-OTH","2018-Q2","100HAB",0,"Unités",0.003
"ESP","BB-P100-OTH","2018-Q4","100HAB",0,"Unités",0.004
"ESP","BB-P100-OTH","2019","100HAB",0,"Unités",0.001
"ESP","BB-P100-OTH","2019-Q2","100HAB",0,"Unités",0.004
"ESP","BB-P100-OTH","2019-Q4","100HAB",0,"Unités",0.001
"SWE","BB-P100-OTH","2016","100HAB",0,"Unités",0.069
"SWE","BB-P100-OTH","2016-Q2","100HAB",0,"Unités",0.133
"SWE","BB-P100-OTH","2016-Q4","100HAB",0,"Unités",0.069
"SWE","BB-P100-OTH","2017","100HAB",0,"Unités",0.071
"SWE","BB-P100-OTH","2017-Q2","100HAB",0,"Unités",0.06
"SWE","BB-P100-OTH","2017-Q4","100HAB",0,"Unités",0.071
"SWE","BB-P100-OTH","2018","100HAB",0,"Unités",0.072
"SWE","BB-P100-OTH","2018-Q2","100HAB",0,"Unités",0.075
"SWE","BB-P100-OTH","2018-Q4","100HAB",0,"Unités",0.072
"SWE","BB-P100-OTH","2019","100HAB",0,"Unités",0.071
"SWE","BB-P100-OTH","2019-Q2","100HAB",0,"Unités",0.069
"SWE","BB-P100-OTH","2019-Q4","100HAB",0,"Unités",0.071
"CHE","BB-P100-OTH","2016","100HAB",0,"Unités",0.622
"CHE","BB-P100-OTH","2016-Q2","100HAB",0,"Unités",0.618
"CHE","BB-P100-OTH","2016-Q4","100HAB",0,"Unités",0.622
"CHE","BB-P100-OTH","2017","100HAB",0,"Unités",0.744
"CHE","BB-P100-OTH","2017-Q2","100HAB",0,"Unités",0.686
"CHE","BB-P100-OTH","2017-Q4","100HAB",0,"Unités",0.744
"CHE","BB-P100-OTH","2018","100HAB",0,"Unités",0.741
"CHE","BB-P100-OTH","2018-Q2","100HAB",0,"Unités",0.745
"CHE","BB-P100-OTH","2018-Q4","100HAB",0,"Unités",0.741
"CHE","BB-P100-OTH","2019","100HAB",0,"Unités",0.758
"CHE","BB-P100-OTH","2019-Q2","100HAB",0,"Unités",0.752
"CHE","BB-P100-OTH","2019-Q4","100HAB",0,"Unités",0.758
"TUR","BB-P100-OTH","2016","100HAB",0,"Unités",0.077
"TUR","BB-P100-OTH","2016-Q2","100HAB",0,"Unités",0.056
"TUR","BB-P100-OTH","2016-Q4","100HAB",0,"Unités",0.077
"TUR","BB-P100-OTH","2017","100HAB",0,"Unités",0.118
"TUR","BB-P100-OTH","2017-Q2","100HAB",0,"Unités",0.109
"TUR","BB-P100-OTH","2017-Q4","100HAB",0,"Unités",0.118
"TUR","BB-P100-OTH","2018","100HAB",0,"Unités",0.211
"TUR","BB-P100-OTH","2018-Q2","100HAB",0,"Unités",0.156
"TUR","BB-P100-OTH","2018-Q4","100HAB",0,"Unités",0.211
"TUR","BB-P100-OTH","2019","100HAB",0,"Unités",0.317
"TUR","BB-P100-OTH","2019-Q2","100HAB",0,"Unités",0.275
"TUR","BB-P100-OTH","2019-Q4","100HAB",0,"Unités",0.317
"USA","BB-P100-OTH","2016","100HAB",0,"Unités",0.202
"USA","BB-P100-OTH","2016-Q2","100HAB",0,"Unités",0.21
"USA","BB-P100-OTH","2016-Q4","100HAB",0,"Unités",0.202
"USA","BB-P100-OTH","2017","100HAB",0,"Unités",0.193
"USA","BB-P100-OTH","2017-Q2","100HAB",0,"Unités",0.206
"USA","BB-P100-OTH","2017-Q4","100HAB",0,"Unités",0.193
"USA","BB-P100-OTH","2018","100HAB",0,"Unités",0.183
"USA","BB-P100-OTH","2018-Q2","100HAB",0,"Unités",0.187
"USA","BB-P100-OTH","2018-Q4","100HAB",0,"Unités",0.183
"USA","BB-P100-OTH","2019","100HAB",0,"Unités",0.159
"USA","BB-P100-OTH","2019-Q2","100HAB",0,"Unités",0.159
"USA","BB-P100-OTH","2019-Q4","100HAB",0,"Unités",0.159
"AUS","BB-P100-FIB","2016","100HAB",0,"Unités",4.216
"AUS","BB-P100-FIB","2016-Q2","100HAB",0,"Unités",3.601
"AUS","BB-P100-FIB","2016-Q4","100HAB",0,"Unités",4.216
"AUS","BB-P100-FIB","2017","100HAB",0,"Unités",6.12
"AUS","BB-P100-FIB","2017-Q2","100HAB",0,"Unités",5.115
"AUS","BB-P100-FIB","2017-Q4","100HAB",0,"Unités",6.12
"AUS","BB-P100-FIB","2018","100HAB",0,"Unités",6.553
"AUS","BB-P100-FIB","2018-Q2","100HAB",0,"Unités",6.625
"AUS","BB-P100-FIB","2018-Q4","100HAB",0,"Unités",6.553
"AUS","BB-P100-FIB","2019","100HAB",0,"Unités",6.908
"AUS","BB-P100-FIB","2019-Q2","100HAB",0,"Unités",6.705
"AUS","BB-P100-FIB","2019-Q4","100HAB",0,"Unités",6.908
"AUT","BB-P100-FIB","2016","100HAB",0,"Unités",0.468
"AUT","BB-P100-FIB","2016-Q2","100HAB",0,"Unités",0.44
"AUT","BB-P100-FIB","2016-Q4","100HAB",0,"Unités",0.468
"AUT","BB-P100-FIB","2017","100HAB",0,"Unités",0.591
"AUT","BB-P100-FIB","2017-Q2","100HAB",0,"Unités",0.506
"AUT","BB-P100-FIB","2017-Q4","100HAB",0,"Unités",0.591
"AUT","BB-P100-FIB","2018","100HAB",0,"Unités",0.711
"AUT","BB-P100-FIB","2018-Q2","100HAB",0,"Unités",0.642
"AUT","BB-P100-FIB","2018-Q4","100HAB",0,"Unités",0.711
"AUT","BB-P100-FIB","2019","100HAB",0,"Unités",0.848
"AUT","BB-P100-FIB","2019-Q2","100HAB",0,"Unités",0.762
"AUT","BB-P100-FIB","2019-Q4","100HAB",0,"Unités",0.848
"BEL","BB-P100-FIB","2016","100HAB",0,"Unités",0.113
"BEL","BB-P100-FIB","2016-Q2","100HAB",0,"Unités",0.096
"BEL","BB-P100-FIB","2016-Q4","100HAB",0,"Unités",0.113
"BEL","BB-P100-FIB","2017","100HAB",0,"Unités",0.152
"BEL","BB-P100-FIB","2017-Q2","100HAB",0,"Unités",0.128
"BEL","BB-P100-FIB","2017-Q4","100HAB",0,"Unités",0.152
"BEL","BB-P100-FIB","2018","100HAB",0,"Unités",0.284
"BEL","BB-P100-FIB","2018-Q2","100HAB",0,"Unités",0.217
"BEL","BB-P100-FIB","2018-Q4","100HAB",0,"Unités",0.284
"BEL","BB-P100-FIB","2019","100HAB",0,"Unités",0.417
"BEL","BB-P100-FIB","2019-Q2","100HAB",0,"Unités",0.389
"BEL","BB-P100-FIB","2019-Q4","100HAB",0,"Unités",0.417
"CAN","BB-P100-FIB","2016","100HAB",0,"Unités",3.697
"CAN","BB-P100-FIB","2016-Q2","100HAB",0,"Unités",2.938
"CAN","BB-P100-FIB","2016-Q4","100HAB",0,"Unités",3.697
"CAN","BB-P100-FIB","2017","100HAB",0,"Unités",4.679
"CAN","BB-P100-FIB","2017-Q2","100HAB",0,"Unités",4.001
"CAN","BB-P100-FIB","2017-Q4","100HAB",0,"Unités",4.679
"CAN","BB-P100-FIB","2018","100HAB",0,"Unités",5.58
"CAN","BB-P100-FIB","2018-Q2","100HAB",0,"Unités",5.019
"CAN","BB-P100-FIB","2018-Q4","100HAB",0,"Unités",5.58
"CAN","BB-P100-FIB","2019","100HAB",0,"Unités",7.02
"CAN","BB-P100-FIB","2019-Q2","100HAB",0,"Unités",5.905
"CAN","BB-P100-FIB","2019-Q4","100HAB",0,"Unités",7.02
"CZE","BB-P100-FIB","2016","100HAB",0,"Unités",4.946
"CZE","BB-P100-FIB","2016-Q2","100HAB",0,"Unités",4.859
"CZE","BB-P100-FIB","2016-Q4","100HAB",0,"Unités",4.946
"CZE","BB-P100-FIB","2017","100HAB",0,"Unités",5.379
"CZE","BB-P100-FIB","2017-Q2","100HAB",0,"Unités",5.261
"CZE","BB-P100-FIB","2017-Q4","100HAB",0,"Unités",5.379
"CZE","BB-P100-FIB","2018","100HAB",0,"Unités",5.857
"CZE","BB-P100-FIB","2018-Q2","100HAB",0,"Unités",5.682
"CZE","BB-P100-FIB","2018-Q4","100HAB",0,"Unités",5.857
"CZE","BB-P100-FIB","2019","100HAB",0,"Unités",6.142
"CZE","BB-P100-FIB","2019-Q2","100HAB",0,"Unités",6.004
"CZE","BB-P100-FIB","2019-Q4","100HAB",0,"Unités",6.142
"DNK","BB-P100-FIB","2016","100HAB",0,"Unités",11.014
"DNK","BB-P100-FIB","2016-Q2","100HAB",0,"Unités",10.657
"DNK","BB-P100-FIB","2016-Q4","100HAB",0,"Unités",11.014
"DNK","BB-P100-FIB","2017","100HAB",0,"Unités",12.246
"DNK","BB-P100-FIB","2017-Q2","100HAB",0,"Unités",11.714
"DNK","BB-P100-FIB","2017-Q4","100HAB",0,"Unités",12.246
"DNK","BB-P100-FIB","2018","100HAB",0,"Unités",13.695
"DNK","BB-P100-FIB","2018-Q2","100HAB",0,"Unités",13.058
"DNK","BB-P100-FIB","2018-Q4","100HAB",0,"Unités",13.695
"DNK","BB-P100-FIB","2019","100HAB",0,"Unités",15.264
"DNK","BB-P100-FIB","2019-Q2","100HAB",0,"Unités",14.555
"DNK","BB-P100-FIB","2019-Q4","100HAB",0,"Unités",15.264
"FIN","BB-P100-FIB","2016","100HAB",0,"Unités",12.72
"FIN","BB-P100-FIB","2016-Q2","100HAB",0,"Unités",11.714
"FIN","BB-P100-FIB","2016-Q4","100HAB",0,"Unités",12.72
"FIN","BB-P100-FIB","2017","100HAB",0,"Unités",14.215
"FIN","BB-P100-FIB","2017-Q2","100HAB",0,"Unités",13.484
"FIN","BB-P100-FIB","2017-Q4","100HAB",0,"Unités",14.215
"FIN","BB-P100-FIB","2018","100HAB",0,"Unités",16.098
"FIN","BB-P100-FIB","2018-Q2","100HAB",0,"Unités",14.978
"FIN","BB-P100-FIB","2018-Q4","100HAB",0,"Unités",16.098
"FIN","BB-P100-FIB","2019","100HAB",0,"Unités",17.694
"FIN","BB-P100-FIB","2019-Q2","100HAB",0,"Unités",16.841
"FIN","BB-P100-FIB","2019-Q4","100HAB",0,"Unités",17.694
"FRA","BB-P100-FIB","2016","100HAB",0,"Unités",3.24
"FRA","BB-P100-FIB","2016-Q2","100HAB",0,"Unités",2.649
"FRA","BB-P100-FIB","2016-Q4","100HAB",0,"Unités",3.24
"FRA","BB-P100-FIB","2017","100HAB",0,"Unités",5.376
"FRA","BB-P100-FIB","2017-Q2","100HAB",0,"Unités",3.973
"FRA","BB-P100-FIB","2017-Q4","100HAB",0,"Unités",5.376
"FRA","BB-P100-FIB","2018","100HAB",0,"Unités",7.136
"FRA","BB-P100-FIB","2018-Q2","100HAB",0,"Unités",5.868
"FRA","BB-P100-FIB","2018-Q4","100HAB",0,"Unités",7.136
"FRA","BB-P100-FIB","2019","100HAB",0,"Unités",10.469
"FRA","BB-P100-FIB","2019-Q2","100HAB",0,"Unités",8.637
"FRA","BB-P100-FIB","2019-Q4","100HAB",0,"Unités",10.469
"DEU","BB-P100-FIB","2016","100HAB",0,"Unités",0.699
"DEU","BB-P100-FIB","2016-Q2","100HAB",0,"Unités",0.63
"DEU","BB-P100-FIB","2016-Q4","100HAB",0,"Unités",0.699
"DEU","BB-P100-FIB","2017","100HAB",0,"Unités",0.917
"DEU","BB-P100-FIB","2017-Q2","100HAB",0,"Unités",0.819
"DEU","BB-P100-FIB","2017-Q4","100HAB",0,"Unités",0.917
"DEU","BB-P100-FIB","2018","100HAB",0,"Unités",1.312
"DEU","BB-P100-FIB","2018-Q2","100HAB",0,"Unités",1.07
"DEU","BB-P100-FIB","2018-Q4","100HAB",0,"Unités",1.312
"DEU","BB-P100-FIB","2019","100HAB",0,"Unités",1.719
"DEU","BB-P100-FIB","2019-Q2","100HAB",0,"Unités",1.494
"DEU","BB-P100-FIB","2019-Q4","100HAB",0,"Unités",1.719
"GRC","BB-P100-FIB","2016","100HAB",0,"Unités",0.058
"GRC","BB-P100-FIB","2016-Q2","100HAB",0,"Unités",0.057
"GRC","BB-P100-FIB","2016-Q4","100HAB",0,"Unités",0.058
"GRC","BB-P100-FIB","2017","100HAB",0,"Unités",0.063
"GRC","BB-P100-FIB","2017-Q2","100HAB",0,"Unités",0.053
"GRC","BB-P100-FIB","2017-Q4","100HAB",0,"Unités",0.063
"GRC","BB-P100-FIB","2018","100HAB",0,"Unités",0.057
"GRC","BB-P100-FIB","2018-Q2","100HAB",0,"Unités",0.072
"GRC","BB-P100-FIB","2018-Q4","100HAB",0,"Unités",0.057
"GRC","BB-P100-FIB","2019","100HAB",0,"Unités",0.074
"GRC","BB-P100-FIB","2019-Q2","100HAB",0,"Unités",0.06
"GRC","BB-P100-FIB","2019-Q4","100HAB",0,"Unités",0.074
"HUN","BB-P100-FIB","2016","100HAB",0,"Unités",5.275
"HUN","BB-P100-FIB","2016-Q2","100HAB",0,"Unités",4.854
"HUN","BB-P100-FIB","2016-Q4","100HAB",0,"Unités",5.275
"HUN","BB-P100-FIB","2017","100HAB",0,"Unités",6.263
"HUN","BB-P100-FIB","2017-Q2","100HAB",0,"Unités",5.732
"HUN","BB-P100-FIB","2017-Q4","100HAB",0,"Unités",6.263
"HUN","BB-P100-FIB","2018","100HAB",0,"Unités",7.437
"HUN","BB-P100-FIB","2018-Q2","100HAB",0,"Unités",6.765
"HUN","BB-P100-FIB","2018-Q4","100HAB",0,"Unités",7.437
"HUN","BB-P100-FIB","2019","100HAB",0,"Unités",8.69
"HUN","BB-P100-FIB","2019-Q2","100HAB",0,"Unités",8.009
"HUN","BB-P100-FIB","2019-Q4","100HAB",0,"Unités",8.69
"ISL","BB-P100-FIB","2016","100HAB",0,"Unités",12.627
"ISL","BB-P100-FIB","2016-Q2","100HAB",0,"Unités",11.297
"ISL","BB-P100-FIB","2016-Q4","100HAB",0,"Unités",12.627
"ISL","BB-P100-FIB","2017","100HAB",0,"Unités",16.497
"ISL","BB-P100-FIB","2017-Q2","100HAB",0,"Unités",14.789
"ISL","BB-P100-FIB","2017-Q4","100HAB",0,"Unités",16.497
"ISL","BB-P100-FIB","2018","100HAB",0,"Unités",20.486
"ISL","BB-P100-FIB","2018-Q2","100HAB",0,"Unités",18.526
"ISL","BB-P100-FIB","2018-Q4","100HAB",0,"Unités",20.486
"ISL","BB-P100-FIB","2019","100HAB",0,"Unités",23.993
"ISL","BB-P100-FIB","2019-Q2","100HAB",0,"Unités",22.905
"ISL","BB-P100-FIB","2019-Q4","100HAB",0,"Unités",23.993
"IRL","BB-P100-FIB","2016","100HAB",0,"Unités",0.161
"IRL","BB-P100-FIB","2016-Q2","100HAB",0,"Unités",0.103
"IRL","BB-P100-FIB","2016-Q4","100HAB",0,"Unités",0.161
"IRL","BB-P100-FIB","2017","100HAB",0,"Unités",0.825
"IRL","BB-P100-FIB","2017-Q2","100HAB",0,"Unités",0.403
"IRL","BB-P100-FIB","2017-Q4","100HAB",0,"Unités",0.825
"IRL","BB-P100-FIB","2018","100HAB",0,"Unités",1.865
"IRL","BB-P100-FIB","2018-Q2","100HAB",0,"Unités",1.268
"IRL","BB-P100-FIB","2018-Q4","100HAB",0,"Unités",1.865
"IRL","BB-P100-FIB","2019","100HAB",0,"Unités",3.295
"IRL","BB-P100-FIB","2019-Q2","100HAB",0,"Unités",2.606
"IRL","BB-P100-FIB","2019-Q4","100HAB",0,"Unités",3.295
"ITA","BB-P100-FIB","2016","100HAB",0,"Unités",0.723
"ITA","BB-P100-FIB","2016-Q2","100HAB",0,"Unités",0.661
"ITA","BB-P100-FIB","2016-Q4","100HAB",0,"Unités",0.723
"ITA","BB-P100-FIB","2017","100HAB",0,"Unités",0.94
"ITA","BB-P100-FIB","2017-Q2","100HAB",0,"Unités",0.811
"ITA","BB-P100-FIB","2017-Q4","100HAB",0,"Unités",0.94
"ITA","BB-P100-FIB","2018","100HAB",0,"Unités",1.43
"ITA","BB-P100-FIB","2018-Q2","100HAB",0,"Unités",1.149
"ITA","BB-P100-FIB","2018-Q4","100HAB",0,"Unités",1.43
"ITA","BB-P100-FIB","2019","100HAB",0,"Unités",2.031
"ITA","BB-P100-FIB","2019-Q2","100HAB",0,"Unités",1.713
"ITA","BB-P100-FIB","2019-Q4","100HAB",0,"Unités",2.031
"JPN","BB-P100-FIB","2016","100HAB",0,"Unités",22.956
"JPN","BB-P100-FIB","2016-Q2","100HAB",0,"Unités",22.387
"JPN","BB-P100-FIB","2016-Q4","100HAB",0,"Unités",22.956
"JPN","BB-P100-FIB","2017","100HAB",0,"Unités",23.949
"JPN","BB-P100-FIB","2017-Q2","100HAB",0,"Unités",23.52
"JPN","BB-P100-FIB","2017-Q4","100HAB",0,"Unités",23.949
"JPN","BB-P100-FIB","2018","100HAB",0,"Unités",24.811
"JPN","BB-P100-FIB","2018-Q2","100HAB",0,"Unités",24.309
"JPN","BB-P100-FIB","2018-Q4","100HAB",0,"Unités",24.811
"JPN","BB-P100-FIB","2019","100HAB",0,"Unités",25.959
"JPN","BB-P100-FIB","2019-Q2","100HAB",0,"Unités",25.341
"JPN","BB-P100-FIB","2019-Q4","100HAB",0,"Unités",25.959
"KOR","BB-P100-FIB","2016","100HAB",0,"Unités",29.642
"KOR","BB-P100-FIB","2016-Q2","100HAB",0,"Unités",28.719
"KOR","BB-P100-FIB","2016-Q4","100HAB",0,"Unités",29.642
"KOR","BB-P100-FIB","2017","100HAB",0,"Unités",31.543
"KOR","BB-P100-FIB","2017-Q2","100HAB",0,"Unités",30.754
"KOR","BB-P100-FIB","2017-Q4","100HAB",0,"Unités",31.543
"KOR","BB-P100-FIB","2018","100HAB",0,"Unités",33.151
"KOR","BB-P100-FIB","2018-Q2","100HAB",0,"Unités",32.243
"KOR","BB-P100-FIB","2018-Q4","100HAB",0,"Unités",33.151
"KOR","BB-P100-FIB","2019","100HAB",0,"Unités",34.994
"KOR","BB-P100-FIB","2019-Q2","100HAB",0,"Unités",34.209
"KOR","BB-P100-FIB","2019-Q4","100HAB",0,"Unités",34.994
"LUX","BB-P100-FIB","2016","100HAB",0,"Unités",6.951
"LUX","BB-P100-FIB","2016-Q2","100HAB",0,"Unités",6.533
"LUX","BB-P100-FIB","2016-Q4","100HAB",0,"Unités",6.951
"LUX","BB-P100-FIB","2017","100HAB",0,"Unités",9.916
"LUX","BB-P100-FIB","2017-Q2","100HAB",0,"Unités",8.081
"LUX","BB-P100-FIB","2017-Q4","100HAB",0,"Unités",9.916
"LUX","BB-P100-FIB","2018","100HAB",0,"Unités",12.845
"LUX","BB-P100-FIB","2018-Q2","100HAB",0,"Unités",11.608
"LUX","BB-P100-FIB","2018-Q4","100HAB",0,"Unités",12.845
"LUX","BB-P100-FIB","2019","100HAB",0,"Unités",15.623
"LUX","BB-P100-FIB","2019-Q2","100HAB",0,"Unités",15.769
"LUX","BB-P100-FIB","2019-Q4","100HAB",0,"Unités",15.623
"MEX","BB-P100-FIB","2016","100HAB",0,"Unités",2.08
"MEX","BB-P100-FIB","2016-Q2","100HAB",0,"Unités",1.669
"MEX","BB-P100-FIB","2016-Q4","100HAB",0,"Unités",2.08
"MEX","BB-P100-FIB","2017","100HAB",0,"Unités",2.537
"MEX","BB-P100-FIB","2017-Q2","100HAB",0,"Unités",2.326
"MEX","BB-P100-FIB","2017-Q4","100HAB",0,"Unités",2.537
"MEX","BB-P100-FIB","2018","100HAB",0,"Unités",2.986
"MEX","BB-P100-FIB","2018-Q2","100HAB",0,"Unités",2.815
"MEX","BB-P100-FIB","2018-Q4","100HAB",0,"Unités",2.986
"MEX","BB-P100-FIB","2019","100HAB",0,"Unités",3.774
"MEX","BB-P100-FIB","2019-Q2","100HAB",0,"Unités",3.306
"MEX","BB-P100-FIB","2019-Q4","100HAB",0,"Unités",3.774
"NLD","BB-P100-FIB","2016","100HAB",0,"Unités",6.171
"NLD","BB-P100-FIB","2016-Q2","100HAB",0,"Unités",5.85
"NLD","BB-P100-FIB","2016-Q4","100HAB",0,"Unités",6.171
"NLD","BB-P100-FIB","2017","100HAB",0,"Unités",6.777
